,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Cody Goloubef,22,CBJ,D,0.00,0.00,0.00,0.00,0,,0,,,125,0,100,6:00,6,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Jimmy Hayes,22,CHI,RW,0.29,0.16,0.13,1.32,41,12.2,60,66.7,-7.2,98.8,59.5,40.5,10:15,318,0:38,31,5,4,1,4,3,1,0.032,0.032,9
Mike Hoffman,22,OTT,C,0.00,0.00,0.00,0.00,0,,2,0,,80,80,20,9:01,9,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Dwight King,22,LAK,LW,0.52,0.19,0.33,1.56,42,11.9,68,61.8,-5.2,100.8,47.5,52.5,14:38,395,1:47,27,5,5,0,9,7,2,0.000,0.074,14
Tomas Kundratek,22,WSH,D,0.00,0.00,0.00,0.40,2,0,5,40,-1.6,100,50,50,9:45,49,0:03,5,0,0,0,0,0,0,0.000,0.000,0
Milan Kytnar,22,EDM,C,0.00,0.00,0.00,1.00,1,0,2,50,41.5,,,,5:31,6,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Philip Larsen,22,DAL,D,0.20,0.05,0.15,1.25,69,4.3,165,41.8,-0.8,102.6,51,49,17:57,988,1:16,55,3,2,1,8,8,0,0.018,0.000,11
Lane MacDermid,22,BOS,D,0.00,0.00,0.00,1.20,6,0,6,100,-13.5,90.3,66.7,33.3,8:54,45,0:03,5,0,0,0,0,0,0,0.000,0.000,0
Brad Malone,22,COL,C,0.22,0.00,0.22,0.67,6,0,12,50,0,102.2,35.4,64.6,10:03,90,0:03,9,0,0,0,2,2,0,0.000,0.000,2
Kevin Marshall,22,PHI,D,0.00,0.00,0.00,0.60,6,0,11,54.5,-5.4,98.9,61.9,38.1,8:46,88,0:00,10,0,0,0,0,0,0,0.000,0.000,0
Matt Martin,22,NYI,LW,0.18,0.09,0.09,1.63,130,5.4,210,61.9,-3.5,95.8,43.6,56.4,12:09,973,0:23,80,7,7,0,7,5,0,0.000,0.000,14
Maksim Mayorov,22,CBJ,LW,0.20,0.10,0.10,0.90,9,11.1,9,100,-1.8,90.6,20.3,79.7,10:40,107,0:01,10,1,1,0,1,1,0,0.000,0.000,2
Ryan McDonagh,22,NYR,D,0.39,0.09,0.30,1.50,123,5.7,239,51.5,-1.1,102.3,42.2,57.8,24:44,2029,0:37,82,7,7,0,25,23,2,0.000,0.024,32
Riley Nash,22,CAR,C,0.20,0.00,0.20,0.40,2,0,6,33.3,-4.5,105.8,62.1,37.9,10:34,53,1:35,5,0,0,0,1,1,0,0.000,0.000,1
Jordan Nolan,22,LAK,C,0.15,0.08,0.08,0.73,19,10.5,32,59.4,-2.7,100.6,51.1,48.9,9:21,243,0:16,26,2,2,0,2,2,0,0.000,0.000,4
Gustav Nyquist,22,DET,LW,0.39,0.06,0.33,1.06,19,5.3,34,55.9,2.1,99.3,61.9,38.1,10:36,191,0:15,18,1,1,0,6,6,0,0.000,0.000,7
Nick Palmieri,22,TOT,RW,0.18,0.11,0.08,1.45,55,7.3,85,64.7,-3.6,95.7,47.7,52.3,10:35,402,0:37,38,4,4,0,3,3,0,0.000,0.000,7
Aaron Palushaj,22,MTL,RW,0.13,0.03,0.11,0.97,37,2.7,70,52.9,8,99.9,48.5,51.5,7:34,288,0:02,38,1,1,0,4,4,0,0.000,0.000,5
Alex Pietrangelo,22,STL,D,0.63,0.15,0.48,2.49,202,5.9,443,45.6,1.1,100.9,53,47,24:44,2003,2:52,81,12,6,6,39,20,18,0.074,0.222,51
Alex Plante,22,EDM,D,0.33,0.00,0.33,0.00,0,,1,0,-1,101.1,46.2,53.8,10:39,32,0:00,3,0,0,0,1,1,0,0.000,0.000,1
Paul Postma,22,WPG,D,0.00,0.00,0.00,1.00,3,0,5,60,,100,73.3,26.7,8:31,26,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Max Sauve,22,BOS,C,0.00,0.00,0.00,0.00,0,,1,0,,100,33.3,66.7,3:43,4,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Luca Sbisa,22,ANA,D,0.30,0.06,0.24,1.10,88,5.7,207,40.6,-0.4,100.2,52.7,47.3,17:56,1434,0:41,80,5,5,0,19,16,3,0.000,0.038,24
Luke Schenn,22,TOR,D,0.28,0.03,0.25,1.03,81,2.5,189,42.9,-4,100.8,50.7,49.3,16:02,1267,0:03,79,2,2,0,20,18,1,0.000,0.013,22
Brendan Smith,22,DET,D,0.50,0.07,0.43,0.93,13,7.7,31,41.9,0.6,100.7,61.2,38.8,15:38,219,1:45,14,1,1,0,6,5,1,0.000,0.071,7
Craig Smith,22,NSH,C,0.50,0.19,0.31,2.39,172,8.1,308,55.8,0.1,99.2,50.7,49.3,14:11,1022,2:08,72,14,8,6,22,15,7,0.083,0.097,36
Jared Spurgeon,22,MIN,D,0.33,0.04,0.29,1.31,92,3.3,192,47.9,-0.8,100.7,44.7,55.3,21:36,1512,2:44,70,3,1,2,20,10,10,0.029,0.143,23
P.K. Subban,22,MTL,D,0.44,0.09,0.36,2.53,205,3.4,400,51.3,1.9,101.5,45.8,54.2,24:18,1968,3:29,81,7,2,5,29,19,9,0.062,0.111,36
Brandon Sutter,22,CAR,C,0.39,0.21,0.18,2.09,171,9.9,293,58.4,-3.9,99.9,34,66,17:24,1427,0:26,82,17,12,2,15,14,1,0.024,0.012,32
Chris Tanev,22,VAN,D,0.08,0.00,0.08,0.60,15,0,40,37.5,1.4,103.1,44.4,55.6,16:43,418,0:06,25,0,0,0,2,2,0,0.000,0.000,2
Eric Tangradi,22,PIT,LW,0.08,0.00,0.08,0.83,20,0,41,48.8,-0.3,95.2,67.7,32.3,8:56,215,0:43,24,0,0,0,2,2,0,0.000,0.000,2
Corey Tropp,22,BUF,RW,0.24,0.09,0.15,0.94,32,9.4,50,64,-6.1,100.5,51.2,48.8,10:05,343,0:02,34,3,3,0,5,5,0,0.000,0.000,8
Kyle Turris,22,TOT,C,0.53,0.22,0.31,2.58,142,8.5,238,59.2,-1.6,101.8,51.8,48.2,16:51,927,1:48,55,12,11,1,17,13,4,0.018,0.073,29
Dana Tyrell,22,TBL,C,0.19,0.00,0.19,0.88,23,0,41,56.1,-3.1,96.6,38.1,61.9,10:31,273,0:01,26,0,0,0,5,5,0,0.000,0.000,5
David Ullstrom,22,NYI,LW,0.28,0.14,0.14,1.38,40,10,67,59.7,1.4,97.2,48.7,51.3,10:59,318,0:56,29,4,3,1,4,4,0,0.034,0.000,8
James van Riemsdyk,22,PHI,LW,0.56,0.26,0.30,2.81,121,9.1,203,59.6,-0.8,98.6,61.1,38.9,15:10,652,2:47,43,11,9,2,13,10,3,0.047,0.070,24
Jakub Voracek,22,PHI,RW,0.63,0.23,0.40,2.44,190,9.5,348,54.6,2,100.9,53,47,16:17,1271,3:21,78,18,18,0,31,20,11,0.000,0.141,49
Slava Voynov,22,LAK,D,0.37,0.15,0.22,1.59,86,9.3,213,40.4,2,101.5,56.4,43.6,18:32,1001,2:25,54,8,5,3,12,9,3,0.056,0.056,20
Colin Wilson,22,NSH,C,0.51,0.22,0.29,1.68,114,13.2,190,60,5.3,100.8,50.5,49.5,16:08,1097,2:19,68,15,10,5,20,13,7,0.074,0.103,35
Karl Alzner,23,WSH,D,0.21,0.01,0.20,0.68,56,1.8,146,38.4,-4.5,102.5,41.2,58.8,20:52,1712,0:03,82,1,1,0,16,15,1,0.000,0.012,17
Artem Anisimov,23,NYR,C,0.46,0.20,0.25,1.67,132,12.1,254,52,-1.4,102.1,52.2,47.8,15:24,1217,1:36,79,16,11,4,20,20,0,0.051,0.000,36
Matt Bartkowski,23,BOS,D,0.00,0.00,0.00,0.00,0,,1,0,-8.1,66.7,60,40,6:08,18,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Matt Beleskey,23,ANA,LW,0.21,0.06,0.16,1.07,75,5.3,156,48.1,-3.7,100.7,48.8,51.2,10:16,719,0:15,70,4,4,0,11,10,1,0.000,0.014,15
Patrik Berglund,23,STL,C,0.46,0.23,0.23,2.29,188,10.1,373,50.1,-6.2,100.3,49.6,50.4,17:58,1473,2:22,82,19,17,0,19,15,4,0.000,0.049,38
Jonathon Blum,23,NSH,D,0.21,0.09,0.12,0.76,25,12,58,43.1,-5.4,98,45.1,54.9,17:56,592,1:11,33,3,3,0,4,4,0,0.000,0.000,7
Nick Bonino,23,ANA,C,0.36,0.10,0.26,1.26,63,7.9,104,60.6,-5.9,100.7,51.1,48.9,12:29,624,0:44,50,5,5,0,13,12,1,0.000,0.020,18
Carter Camper,23,BOS,C,0.33,0.33,0.00,0.33,1,100,1,100,,125,33.3,66.7,6:42,20,0:00,3,1,1,0,0,0,0,0.000,0.000,1
Kaspars Daugavins,23,OTT,LW,0.17,0.08,0.09,1.18,77,6.5,149,51.7,-8,99.8,49.1,50.9,11:20,737,0:07,65,5,5,0,6,4,1,0.000,0.015,11
Jason Demers,23,SJS,D,0.23,0.07,0.16,1.28,73,5.5,157,46.5,-3.8,97.8,54.6,45.4,16:51,960,1:59,57,4,2,2,9,6,3,0.035,0.053,13
Keaton Ellerby,23,FLA,D,0.13,0.00,0.13,1.13,45,0,104,43.3,-2.4,98.7,48.5,51.5,15:23,616,0:05,40,0,0,0,5,5,0,0.000,0.000,5
Cory Emmerton,23,DET,C,0.14,0.08,0.06,0.89,63,9.5,103,61.2,-5.5,100.2,63.5,36.5,8:06,575,0:04,71,6,6,0,4,3,1,0.000,0.014,10
Cade Fairchild,23,STL,D,0.20,0.00,0.20,0.20,1,0,5,20,2.2,94,69.2,30.8,9:39,48,0:04,5,0,0,0,1,1,0,0.000,0.000,1
Justin Falk,23,MIN,D,0.19,0.02,0.17,0.98,46,2.2,105,43.8,-4.7,98.1,41.2,58.8,19:30,916,0:14,47,1,0,1,8,8,0,0.021,0.000,9
Michael Frolik,23,CHI,C,0.24,0.08,0.16,1.86,117,4.3,224,52.2,-2.6,96.3,44.3,55.7,12:52,811,0:10,63,5,5,0,10,9,0,0.000,0.000,15
T.J. Galiardi,23,TOT,LW,0.22,0.13,0.09,1.64,113,8,198,57.1,-3.1,98,46.7,53.3,13:03,900,0:36,69,9,8,0,6,6,0,0.000,0.000,15
Blake Geoffrion,23,TOT,LW,0.14,0.06,0.09,0.83,29,6.9,65,44.6,-3.5,101.9,40.7,59.3,11:02,386,0:15,35,2,2,0,3,3,0,0.000,0.000,5
Erik Gustafsson,23,PHI,D,0.17,0.03,0.13,0.60,18,5.6,58,31,-3,105.6,54.9,45.1,16:48,504,0:33,30,1,1,0,4,3,0,0.000,0.000,5
Carl Hagelin,23,NYR,LW,0.59,0.22,0.38,2.05,131,10.7,216,60.6,2,102.3,51.7,48.3,15:03,963,0:20,64,14,12,0,24,24,0,0.000,0.000,38
Matt Halischuk,23,NSH,RW,0.38,0.21,0.18,1.32,96,15.6,137,70.1,-6.7,103.9,48.7,51.3,11:15,822,0:05,73,15,15,0,13,13,0,0.000,0.000,28
Zach Hamill,23,BOS,C,0.13,0.00,0.13,0.81,13,0,27,48.1,-1.9,103.6,56.7,43.3,10:59,176,0:28,16,0,0,0,2,2,0,0.000,0.000,2
Dustin Jeffrey,23,PIT,C,0.23,0.15,0.08,1.27,33,12.1,61,54.1,-3,96.1,49.4,50.6,12:06,315,0:32,26,4,3,0,2,2,0,0.000,0.000,6
Erik Johnson,23,COL,D,0.36,0.05,0.30,2.12,155,2.6,308,50.3,0.8,98.1,58.9,41.1,20:50,1521,2:19,73,4,3,1,22,11,11,0.014,0.151,26
Steven Kampfer,23,TOT,D,0.22,0.09,0.13,0.87,20,10,59,33.9,-1.8,99.9,52.7,47.3,14:54,343,0:52,23,2,2,0,3,3,0,0.000,0.000,5
Patrick Kane,23,CHI,RW,0.80,0.28,0.52,3.09,253,9.1,447,56.6,2.1,99.9,66.4,33.6,20:12,1656,3:27,82,23,19,4,43,35,8,0.049,0.098,66
Arturs Kulda,23,WPG,D,0.00,0.00,0.00,0.89,8,0,14,57.1,-7.3,105.9,60,40,10:52,98,0:00,9,0,0,0,0,0,0,0.000,0.000,0
Milan Lucic,23,BOS,LW,0.75,0.32,0.43,1.84,149,17.4,275,54.2,1.1,99.7,56.2,43.8,17:02,1379,2:12,81,26,19,7,35,31,4,0.086,0.049,61
Maxime Macenauer,23,ANA,C,0.14,0.03,0.10,0.48,14,7.1,22,63.6,-8,98.6,46.7,53.3,10:49,314,0:04,29,1,1,0,3,3,0,0.000,0.000,4
Spencer Machacek,23,WPG,RW,0.69,0.15,0.54,0.92,12,16.7,24,50,-7.6,122.5,59.1,40.9,7:30,98,0:01,13,2,2,0,7,7,0,0.000,0.000,9
Brett Maclean,23,WPG,LW,0.40,0.00,0.40,1.20,6,0,9,66.7,-3.4,100.6,55.6,44.4,8:29,42,0:26,5,0,0,0,2,1,1,0.000,0.200,2
Brad Marchand,23,BOS,C,0.72,0.37,0.36,2.20,167,16.8,274,60.9,5.1,102.4,53.1,46.9,17:37,1339,2:09,76,28,22,5,27,24,1,0.066,0.013,55
Pat Maroon,23,ANA,LW,0.00,0.00,0.00,0.50,1,0,2,50,,100,54.5,45.5,12:33,25,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Shawn Matthias,23,FLA,C,0.30,0.13,0.18,1.68,133,7.5,202,65.8,-1.8,100.1,49.1,50.9,13:49,1091,0:35,79,10,9,1,14,13,1,0.013,0.013,24
Ben Maxwell,23,TOT,C,0.40,0.07,0.33,0.67,10,10,15,66.7,-9.6,108.7,65.7,34.3,6:44,101,0:04,15,1,1,0,5,5,0,0.000,0.000,6
Jamie McBain,23,CAR,D,0.36,0.11,0.25,1.67,127,6.3,292,43.5,0.8,99.6,51.7,48.3,19:48,1505,2:34,76,8,3,5,19,13,6,0.066,0.079,27
Jamie McGinn,23,TOT,LW,0.47,0.26,0.22,2.04,159,12.6,257,61.9,-5.5,98.7,51.4,48.6,13:27,1049,0:44,78,20,14,6,17,15,2,0.077,0.026,37
Carson McMillan,23,MIN,RW,0.27,0.09,0.18,0.73,8,12.5,19,42.1,-13.3,103.8,38.2,61.8,11:04,122,0:00,11,1,1,0,2,2,0,0.000,0.000,3
Andy Miele,23,PHX,C,0.00,0.00,0.00,0.57,4,0,7,57.1,-7.1,92.3,72,28,8:56,63,0:57,7,0,0,0,0,0,0,0.000,0.000,0
Peter Mueller,23,COL,C,0.50,0.22,0.28,2.56,82,8.5,154,53.2,-1.8,98.9,58.1,41.9,14:39,469,1:32,32,7,6,1,9,5,4,0.031,0.125,16
Jim O'Brien,23,OTT,C,0.21,0.11,0.11,1.32,37,8.1,68,54.4,-4.3,103.6,57.9,42.1,11:45,329,0:03,28,3,3,0,3,3,0,0.000,0.000,6
Evan Oberg,23,TBL,D,0.00,0.00,0.00,1.00,3,0,4,75,14.9,113.3,60,40,9:50,30,1:03,3,0,0,0,0,0,0,0.000,0.000,0
Kyle Okposo,23,NYI,RW,0.57,0.30,0.27,1.92,152,15.8,279,54.5,1.7,97.9,49.5,50.5,17:04,1348,1:40,79,24,21,3,21,18,3,0.038,0.038,45
Max Pacioretty,23,MTL,LW,0.82,0.42,0.41,3.62,286,11.5,468,61.1,4.7,100.2,49.8,50.2,18:16,1443,3:10,79,33,29,4,32,23,9,0.051,0.114,65
David Perron,23,STL,LW,0.74,0.37,0.37,2.00,114,18.4,206,55.3,-3.3,103.1,48.4,51.6,18:17,1042,2:39,57,21,15,5,21,15,5,0.088,0.088,42
Rhett Rakhshani,23,NYI,RW,0.00,0.00,0.00,0.60,3,0,11,27.3,-10.6,106.3,42.9,57.1,12:09,61,0:52,5,0,0,0,0,0,0,0.000,0.000,0
Michal Repik,23,FLA,RW,0.29,0.12,0.18,2.06,35,5.7,47,74.5,6.2,95.7,48.7,51.3,10:22,176,0:42,17,2,1,1,3,1,2,0.059,0.118,5
Bobby Sanguinetti,23,CAR,D,0.00,0.00,0.00,1.67,5,0,8,62.5,8.1,98.8,50,50,11:56,36,2:50,3,0,0,0,0,0,0,0.000,0.000,0
Kevin Shattenkirk,23,STL,D,0.53,0.11,0.42,2.20,178,5.1,341,52.2,-0.9,101.3,55,45,21:36,1750,2:51,81,9,4,5,34,20,13,0.062,0.160,43
Wayne Simmonds,23,PHI,RW,0.60,0.34,0.26,2.40,197,14.2,318,61.9,-3.8,100.5,57.9,42.1,15:55,1305,3:13,82,28,17,11,21,16,5,0.134,0.061,49
Ben Smith,23,CHI,RW,0.15,0.15,0.00,1.38,18,11.1,24,75,-4.2,91.1,46.2,53.8,9:49,128,0:04,13,2,2,0,0,0,0,0.000,0.000,2
Zack Smith,23,OTT,C,0.32,0.17,0.15,1.65,134,10.4,276,48.6,-5.4,100.4,45.6,54.4,14:04,1140,0:13,81,14,11,1,12,11,0,0.012,0.000,26
Nick Spaling,23,NSH,C,0.29,0.13,0.16,1.39,107,9.3,164,65.2,-3.3,99.5,43.8,56.2,15:43,1210,0:10,77,10,10,0,12,11,0,0.000,0.000,22
Jordan Staal,23,PIT,C,0.81,0.40,0.40,2.40,149,16.8,265,56.2,1.6,98.7,47.2,52.8,20:03,1243,1:59,62,25,17,5,25,21,2,0.081,0.032,50
Chris Summers,23,PHX,D,0.14,0.00,0.14,0.48,10,0,33,30.3,-3,97.3,57.3,42.7,12:27,261,0:00,21,0,0,0,3,3,0,0.000,0.000,3
Bill Sweatt,23,VAN,LW,0.00,0.00,0.00,1.00,2,0,3,66.7,,100,50,50,5:21,11,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Jiri Tlusty,23,CAR,C,0.46,0.22,0.24,1.72,136,12.5,225,60,-3.3,100.6,47.3,52.7,14:54,1178,0:51,79,17,15,2,19,14,4,0.025,0.051,36
Jonathan Toews,23,CHI,C,0.97,0.49,0.47,3.14,185,15.7,255,71.8,5.1,99.7,64.4,35.6,20:51,1230,3:16,59,29,23,5,28,19,7,0.085,0.119,57
Yannick Weber,23,MTL,D,0.30,0.07,0.23,1.47,88,4.5,198,44.4,-3.5,99.1,57.1,42.9,15:37,937,2:49,60,4,0,4,14,10,4,0.067,0.067,18
Dale Weise,23,VAN,RW,0.12,0.06,0.06,0.71,48,8.3,82,58.5,-11.3,101.2,20.6,79.4,8:10,555,0:03,68,4,4,0,4,4,0,0.000,0.000,8
Jeremy Welsh,23,CAR,LW,0.00,0.00,0.00,2.00,2,0,3,66.7,,100,57.1,42.9,16:32,17,0:41,1,0,0,0,0,0,0,0.000,0.000,0
Ryan White,23,MTL,RW,0.15,0.00,0.15,0.60,12,0,24,50,-2.6,96.8,39.2,60.8,14:31,290,0:07,20,0,0,0,3,2,0,0.000,0.000,3
Tommy Wingels,23,SJS,C,0.27,0.09,0.18,2.15,71,4.2,125,56.8,2.3,97.9,53.8,46.2,13:45,454,0:48,33,3,3,0,6,5,1,0.000,0.030,9
Ty Wishart,23,NYI,D,0.00,0.00,0.00,0.00,0,,0,,,100,20,80,17:16,17,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Justin Abdelkader,24,DET,LW,0.27,0.10,0.17,1.49,121,6.6,196,61.7,-3.2,100.5,59.3,40.7,12:19,997,0:07,81,8,8,0,14,14,0,0.000,0.000,22
Nicklas Backstrom,24,WSH,C,1.05,0.33,0.71,2.26,95,14.7,161,59,2.8,99.8,52.7,47.3,19:10,805,3:20,42,14,11,3,30,14,16,0.071,0.381,44
Jordie Benn,24,DAL,D,0.67,0.00,0.67,0.33,1,0,3,33.3,-4.9,108.3,39.1,60.9,13:57,42,0:54,3,0,0,0,2,2,0,0.000,0.000,2
Niclas Bergfors,24,NSH,RW,0.18,0.09,0.09,1.00,11,9.1,14,78.6,-1.4,98,55.3,44.7,8:04,89,0:36,11,1,1,0,1,1,0,0.000,0.000,2
Derick Brassard,24,CBJ,C,0.55,0.19,0.36,1.69,125,11.2,233,53.6,-1.5,98.2,51.6,48.4,16:20,1209,3:03,74,14,9,5,27,17,10,0.068,0.135,41
Justin Braun,24,SJS,D,0.17,0.03,0.14,1.71,113,1.8,246,45.9,3,98,46.9,53.1,16:33,1092,1:06,66,2,1,1,9,7,2,0.015,0.030,11
Bobby Butler,24,OTT,LW,0.29,0.11,0.18,1.54,86,7,161,53.4,-0.9,102,56.1,43.9,11:29,643,0:52,56,6,6,0,10,10,0,0.000,0.000,16
Taylor Chorney,24,TOT,D,0.00,0.00,0.00,0.40,2,0,6,33.3,-13.4,100.8,46.4,53.6,14:09,71,1:17,5,0,0,0,0,0,0,0.000,0.000,0
Cal Clutterbuck,24,MIN,RW,0.36,0.20,0.16,2.18,161,9.3,284,56.7,-1.6,99.7,39.9,60.1,16:21,1210,2:06,74,15,8,3,12,8,4,0.041,0.054,27
Andrew Cogliano,24,ANA,C,0.32,0.16,0.16,1.40,115,11.3,205,55.1,-2.2,99.5,48.5,51.5,14:42,1206,0:32,82,13,11,2,13,12,1,0.024,0.012,26
Sidney Crosby,24,PIT,C,1.68,0.36,1.32,3.41,75,10.7,126,59.5,7.8,104.7,57.7,42.3,18:28,406,3:52,22,8,6,2,29,20,9,0.091,0.409,37
Steve Downie,24,TOT,RW,0.55,0.19,0.36,1.87,140,10,265,52.8,3.9,97.6,51.7,48.3,15:56,1195,1:55,75,14,12,2,27,23,4,0.027,0.053,41
Mike Duco,24,VAN,LW,0.33,0.00,0.33,0.67,4,0,6,66.7,-10.2,107.5,21.7,78.3,8:03,48,0:01,6,0,0,0,2,2,0,0.000,0.000,2
Andreas Engqvist,24,MTL,C,0.00,0.00,0.00,0.25,3,0,11,27.3,-1,97,60,40,6:36,79,0:00,12,0,0,0,0,0,0,0.000,0.000,0
Mark Fayne,24,NJD,D,0.21,0.05,0.16,1.15,94,4.3,219,42.9,-0.1,99.4,50.1,49.9,20:11,1656,1:30,82,4,4,0,13,10,2,0.000,0.024,17
Benn Ferriero,24,SJS,C,0.23,0.20,0.03,1.94,68,10.3,108,63,-2.1,99.2,50.4,49.6,12:03,422,0:18,35,7,7,0,1,1,0,0.000,0.000,8
Joe Finley,24,BUF,D,0.00,0.00,0.00,0.20,1,0,4,25,2.2,88,26.3,73.7,7:48,39,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Nick Foligno,24,OTT,LW,0.57,0.18,0.39,1.87,153,9.8,245,62.4,0.7,99,53.3,46.7,14:39,1201,1:19,82,15,14,1,32,29,3,0.012,0.037,47
Cody Franson,24,TOR,D,0.37,0.09,0.28,1.14,65,7.7,173,37.6,2.7,99.9,52.4,47.6,16:11,923,1:31,57,5,3,2,16,11,5,0.035,0.088,21
Matt Frattin,24,TOR,RW,0.27,0.14,0.13,1.64,92,8.7,181,50.8,-0.2,99.9,52.5,47.5,13:10,737,0:38,56,8,8,0,7,6,1,0.000,0.018,15
Kris Fredheim,24,MIN,D,0.00,0.00,0.00,0.00,0,,2,0,-22.5,88.2,36.4,63.6,11:59,36,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Nathan Gerbe,24,BUF,C,0.40,0.10,0.31,2.21,137,4.4,217,63.1,-1.9,100.4,47.3,52.7,14:12,881,0:21,62,6,6,0,19,17,1,0.000,0.016,25
Claude Giroux,24,PHI,RW,1.21,0.36,0.84,3.14,242,11.6,456,53.1,1,100.4,48.4,51.6,21:33,1659,3:54,77,28,22,6,65,31,32,0.078,0.416,93
Michael Grabner,24,NYI,RW,0.41,0.26,0.15,2.23,174,11.5,272,62.9,-1.3,96.6,42.7,57.3,15:33,1212,0:47,78,20,18,1,12,11,1,0.013,0.013,32
Marc-Andre Gragnani,24,TOT,LW,0.26,0.03,0.22,0.81,47,4.3,84,56,5.1,101.1,63.9,36.1,16:09,936,2:23,58,2,1,1,13,7,6,0.017,0.103,15
Martin Hanzal,24,PHX,C,0.53,0.13,0.41,2.27,145,5.5,249,58.2,4.3,102.1,50.2,49.8,18:27,1180,2:56,64,8,5,3,26,18,8,0.047,0.125,34
Niklas Hjalmarsson,24,CHI,D,0.22,0.01,0.20,0.94,65,1.5,158,41.1,-2.8,99.8,51.6,48.4,20:11,1392,0:05,69,1,1,0,14,13,0,0.000,0.000,15
Ben Holmstrom,24,PHI,C,0.00,0.00,0.00,0.60,3,0,4,75,-12,103.4,47.6,52.4,6:43,34,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Derek Joslin,24,CAR,D,0.09,0.05,0.05,0.82,36,5.6,78,46.2,-2.4,95.1,59.7,40.3,10:35,466,0:33,44,2,2,0,2,1,1,0.000,0.023,4
Phil Kessel,24,TOR,RW,1.00,0.45,0.55,3.60,295,12.5,517,56.9,0.6,99.1,55.8,44.2,20:03,1645,3:20,82,37,27,10,45,32,13,0.122,0.159,82
Jakub Kindl,24,DET,D,0.24,0.02,0.22,1.25,69,1.4,119,58,-0.8,100.9,60.1,39.9,14:03,773,0:37,55,1,1,0,12,11,1,0.000,0.018,13
Anze Kopitar,24,LAK,C,0.93,0.30,0.62,2.80,230,10.9,408,54.4,4.3,98.9,50.6,49.4,21:20,1750,3:22,82,25,15,8,51,31,18,0.098,0.220,76
Sergei Kostitsyn,24,NSH,LW,0.57,0.23,0.35,1.29,97,17.5,192,50,-2.2,102.8,49.8,50.2,16:28,1235,1:16,75,17,15,1,26,18,8,0.013,0.107,43
Teemu Laakso,24,NSH,D,0.00,0.00,0.00,0.44,4,0,11,36.4,-4.4,100.6,44,56,11:35,104,0:02,9,0,0,0,0,0,0,0.000,0.000,0
Guillaume Latendresse,24,MIN,RW,0.56,0.31,0.25,2.25,36,13.9,61,59,-1.3,106.9,41.7,58.3,15:11,243,2:33,16,5,4,1,4,4,0,0.063,0.000,9
Brian Lee,24,TOT,D,0.29,0.02,0.27,0.58,32,3.1,87,36.8,-3.3,100.3,50.8,49.2,15:32,854,0:15,55,1,1,0,15,15,0,0.000,0.000,16
Kris Letang,24,PIT,D,0.82,0.20,0.63,2.78,142,7,264,53.8,2.7,102.3,51.9,48.1,24:50,1267,4:05,51,10,5,4,32,20,11,0.078,0.216,42
Bryan Little,24,WPG,C,0.62,0.32,0.30,2.19,162,14.8,291,55.7,4.8,97.6,53.3,46.7,20:13,1496,2:45,74,24,18,6,22,14,7,0.081,0.095,46
Alec Martinez,24,LAK,D,0.24,0.12,0.12,1.53,78,7.7,166,47,6.1,95.8,56.1,43.9,14:43,751,1:46,51,6,3,3,6,2,4,0.059,0.078,12
David McIntyre,24,MIN,C,0.29,0.14,0.14,0.86,6,16.7,13,46.2,-0.1,101,34.2,65.8,10:55,76,0:01,7,1,1,0,1,1,0,0.000,0.000,2
Frazer McLaren,24,SJS,LW,0.00,0.00,0.00,0.29,2,0,5,40,-11.6,100,44.4,55.6,4:53,34,0:00,7,0,0,0,0,0,0,0.000,0.000,0
Brendan Mikkelson,24,TBL,D,0.07,0.02,0.05,1.10,45,2.2,95,47.4,-0.2,99,58.6,41.4,14:24,590,1:21,41,1,1,0,2,1,1,0.000,0.024,3
Jan Mursak,24,DET,LW,0.12,0.04,0.08,0.88,22,4.5,39,56.4,-6.6,103.1,68.8,31.3,7:33,189,0:05,25,1,1,0,2,2,0,0.000,0.000,3
James Neal,24,PIT,LW,1.01,0.50,0.51,4.11,329,12.2,579,56.8,4,98.3,64.3,35.7,19:08,1531,3:55,80,40,22,18,41,29,12,0.225,0.150,81
Andreas Nodl,24,TOT,RW,0.13,0.05,0.08,1.10,66,4.5,129,51.2,-1.2,98.9,45,55,11:43,703,0:04,60,3,3,0,5,5,0,0.000,0.000,8
Ryan O'Marra,24,TOT,C,0.11,0.00,0.11,0.78,7,0,8,87.5,-13.3,96.3,42.9,57.1,9:17,84,0:02,9,0,0,0,1,1,0,0.000,0.000,1
