,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Colby Robak,22,FLA,D,0.06,0.00,0.06,0.94,15,0,40,37.5,5,99.1,50.8,49.2,15:11,13:24,1:15,16,0,0,0,1,1,0,0.000,0.000,1
Chad Ruhwedel,22,BUF,D,0.00,0.00,0.00,1.14,8,0,14,57.1,-7.3,103.2,54.7,45.3,14:12,14:01,0:00,7,0,0,0,0,0,0,0.000,0.000,0
David Rundblad,22,PHX,D,0.13,0.00,0.13,1.13,9,0,21,42.9,-10.8,90,75,25,13:44,9:42,3:43,8,0,0,0,1,1,0,0.000,0.000,1
David Savard,22,CBJ,D,0.00,0.00,0.00,0.25,1,0,4,25,-11.4,87,34.8,65.2,13:12,12:24,0:05,4,0,0,0,0,0,0,0.000,0.000,0
Marco Scandella,22,MIN,D,0.17,0.17,0.00,1.17,7,14.3,13,53.8,0.9,97.2,42.3,57.7,14:26,13:15,0:02,6,1,1,0,0,0,0,0.000,0.000,1
Jordan Schroeder,22,VAN,C,0.29,0.10,0.19,0.90,28,10.7,65,43.1,-3.9,101,60.2,39.8,13:43,11:14,2:28,31,3,2,1,6,6,0,0.032,0.000,9
Justin Schultz,22,EDM,D,0.56,0.17,0.40,1.77,85,9.4,190,44.7,-1.7,98.3,48.1,51.9,21:27,17:39,3:12,48,8,4,4,19,8,11,0.083,0.229,27
Drew Shore,22,FLA,C,0.30,0.07,0.23,2.23,96,3.1,163,58.9,5.4,93.6,62.6,37.4,15:48,13:57,0:58,43,3,1,1,10,8,2,0.023,0.047,13
Jakob Silfverberg,22,OTT,RW,0.40,0.21,0.19,2.79,134,7.5,229,58.5,0.7,102.1,61.8,38.2,16:14,13:24,1:41,48,10,7,2,9,8,1,0.042,0.021,19
Jared Staal,22,CAR,RW,0.00,0.00,0.00,1.50,3,0,7,42.9,25.5,75,14.3,85.7,13:23,12:45,0:37,2,0,0,0,0,0,0,0.000,0.000,0
Steven Stamkos,22,TBL,C,1.19,0.60,0.58,3.27,157,18.5,287,54.7,5.5,99.2,53.3,46.7,22:01,17:32,3:45,48,29,19,10,28,20,8,0.208,0.167,57
Derek Stepan,22,NYR,C,0.92,0.38,0.54,2.25,108,16.7,208,51.9,2.5,103.6,57.7,42.3,20:55,15:59,2:49,48,18,13,4,26,17,6,0.083,0.125,44
Michael Stone,22,PHX,D,0.23,0.13,0.10,1.25,50,10,105,48.6,-2.7,100,46.4,53.6,16:41,14:21,1:05,40,5,4,1,4,3,1,0.025,0.025,9
Andrej Sustr,22,TBL,D,0.00,0.00,0.00,1.00,2,0,3,66.7,-8.2,108.3,66.7,33.3,10:43,10:24,0:18,2,0,0,0,0,0,0,0.000,0.000,0
Tomas Tatar,22,DET,C,0.39,0.22,0.17,1.78,32,12.5,57,56.1,14.3,99.7,50,50,11:22,9:33,1:49,18,4,3,1,3,3,0,0.056,0.000,7
John Tavares,22,NYI,C,0.98,0.58,0.40,3.38,162,17.3,288,56.3,3.1,97.4,61.2,38.8,20:46,17:13,3:25,48,28,19,9,19,12,7,0.188,0.146,47
Mattias Tedenby,22,NJD,LW,0.25,0.00,0.25,0.50,2,0,6,33.3,-13.3,103.5,40,60,9:00,8:44,0:12,4,0,0,0,1,1,0,0.000,0.000,1
Matt Tennyson,22,SJS,D,0.50,0.00,0.50,2.00,8,0,17,47.1,8,101,52.4,47.6,15:43,15:34,0:02,4,0,0,0,2,2,0,0.000,0.000,2
Alexander Urbom,22,NJD,D,0.00,0.00,0.00,0.00,0,,1,0,-13.3,83.3,80,20,14:11,13:50,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Tomas Vincour,22,TOT,C,0.24,0.12,0.12,0.71,12,16.7,26,46.2,-0.1,99.8,50.6,49.4,8:52,8:43,0:08,17,2,2,0,2,2,0,0.000,0.000,4
Eric Wellwood,22,PHI,LW,0.00,0.00,0.00,0.50,2,0,6,33.3,-5.6,100,52.6,47.4,9:25,8:49,0:16,4,0,0,0,0,0,0,0.000,0.000,0
Patrick Wiercioch,22,OTT,D,0.45,0.12,0.33,1.93,81,6.2,167,48.5,8,101.7,62.8,37.2,15:42,13:18,2:19,42,5,2,3,14,7,7,0.071,0.167,19
James Wright,22,WPG,C,0.13,0.05,0.08,0.84,32,6.3,56,57.1,-6.7,98.5,46.7,53.3,11:36,10:09,0:00,38,2,2,0,3,3,0,0.000,0.000,5
Akim Aliu,23,CGY,RW,0.00,0.00,0.00,0.40,2,0,5,40,-9.6,93.8,34.5,65.5,10:52,10:10,0:41,5,0,0,0,0,0,0,0.000,0.000,0
Joakim Andersson,23,DET,C,0.21,0.08,0.13,1.13,43,7,68,63.2,6.7,99.4,53.9,46.1,12:05,10:32,0:13,38,3,3,0,5,4,1,0.000,0.026,8
Cam Atkinson,23,CBJ,RW,0.51,0.26,0.26,2.60,91,9.9,142,64.1,9.6,102.8,52.4,47.6,15:35,13:34,1:19,35,9,8,1,9,8,1,0.029,0.029,18
Keith Aulie,23,TBL,D,0.16,0.04,0.11,0.82,37,5.4,76,48.7,-0.8,101.3,51.5,48.5,12:49,12:09,0:00,45,2,2,0,5,5,0,0.000,0.000,7
Mikael Backlund,23,CGY,C,0.50,0.25,0.25,2.75,88,9.1,144,60.4,3.1,97,45.1,54.9,15:07,13:19,1:23,32,8,6,2,8,6,2,0.063,0.063,16
Josh Bailey,23,NYI,C,0.50,0.29,0.21,2.00,76,14.5,126,60.3,-3.7,102.2,48.8,51.2,16:23,14:11,1:17,38,11,11,0,8,6,2,0.000,0.053,19
Carter Bancks,23,CGY,LW,0.00,0.00,0.00,0.00,0,,0,,,100,47.4,52.6,14:41,13:33,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Jamie Benn,23,DAL,LW,0.80,0.29,0.51,2.68,110,10.9,211,52.1,3.2,97.7,58,42,19:55,16:09,3:19,41,12,9,3,21,14,7,0.073,0.171,33
Mikkel Boedker,23,PHX,LW,0.54,0.15,0.40,1.73,83,8.4,137,60.6,-3.9,100.1,56.7,43.3,18:29,14:36,2:47,48,7,4,3,19,15,4,0.063,0.083,26
Mark Borowiecki,23,OTT,D,0.00,0.00,0.00,0.17,1,0,4,25,0.4,103.7,66.7,33.3,13:00,10:49,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Robert Bortuzzo,23,PIT,D,0.27,0.13,0.13,0.67,10,20,25,40,-0.4,103.9,51.7,48.3,13:17,12:38,0:04,15,2,2,0,2,2,0,0.000,0.000,4
Drayson Bowman,23,CAR,C,0.14,0.08,0.05,1.84,68,4.4,116,58.6,-2,97,54.6,45.4,11:42,10:56,0:16,37,3,3,0,2,2,0,0.000,0.000,5
Zach Boychuk,23,TOT,C,0.15,0.08,0.08,1.08,14,7.1,28,50,3.7,96.6,61.4,38.6,12:19,12:10,0:08,13,1,1,0,1,1,0,0.000,0.000,2
T.J. Brennan,23,TOT,D,0.34,0.10,0.24,1.45,42,7.1,107,39.3,0,96.6,61.6,38.4,16:41,14:20,2:11,29,3,2,1,7,4,3,0.034,0.103,10
Paul Byron,23,CGY,C,0.25,0.00,0.25,0.25,1,0,4,25,-7.5,94.8,31.8,68.2,10:27,9:34,0:14,4,0,0,0,1,1,0,0.000,0.000,1
Matt Calvert,23,CBJ,LW,0.38,0.21,0.17,1.50,63,14.3,122,51.6,5.8,96.6,46.6,53.4,14:11,12:31,0:27,42,9,8,0,7,7,0,0.000,0.000,16
John Carlson,23,WSH,D,0.46,0.13,0.33,2.02,97,6.2,192,50.5,-1.5,103.9,48.7,51.3,23:01,17:53,2:13,48,6,6,0,16,11,5,0.000,0.104,22
Joe Colborne,23,TOR,C,0.00,0.00,0.00,0.80,4,0,5,80,0.8,96.5,45.5,54.5,9:07,8:56,0:10,5,0,0,0,0,0,0,0.000,0.000,0
Ian Cole,23,STL,D,0.07,0.00,0.07,0.67,10,0,30,33.3,3.5,94.2,50.9,49.1,17:45,17:14,0:14,15,0,0,0,1,1,0,0.000,0.000,1
Cory Conacher,23,TOT,LW,0.62,0.23,0.38,1.43,67,16.4,110,60.9,-0.1,100.1,56.9,43.1,13:58,11:54,2:01,47,11,10,1,18,15,3,0.021,0.064,29
Logan Couture,23,SJS,C,0.77,0.44,0.33,3.15,151,13.9,263,57.4,2.6,100.6,49.9,50.1,18:06,14:05,3:07,48,21,14,7,16,10,5,0.146,0.104,37
Stephane Da Costa,23,OTT,RW,0.22,0.11,0.11,1.67,15,6.7,35,42.9,1.6,91.3,75,25,11:52,9:37,2:14,9,1,1,0,1,0,1,0.000,0.111,2
Zac Dalpe,23,CAR,C,0.30,0.10,0.20,1.80,18,5.6,37,48.6,6.4,89.6,62.5,37.5,12:18,11:25,0:52,10,1,1,0,2,2,0,0.000,0.000,3
Drew Doughty,23,LAK,D,0.46,0.13,0.33,2.38,114,5.3,260,43.8,3.8,99.1,54.9,45.1,26:24,21:11,3:03,48,6,3,3,16,9,7,0.063,0.146,22
David Dziurzynski,23,OTT,C,0.17,0.17,0.00,1.67,20,10,28,71.4,-3.7,99.9,46.2,53.8,12:33,12:17,0:14,12,2,2,0,0,0,0,0.000,0.000,2
Lars Eller,23,MTL,C,0.65,0.17,0.48,1.83,84,9.5,159,52.8,-4.1,102.8,48.9,51.1,14:50,12:39,0:42,46,8,7,1,22,18,4,0.022,0.087,30
Tyler Ennis,23,BUF,C,0.66,0.21,0.45,2.30,108,9.3,180,60,1.6,98.4,49.3,50.7,17:53,14:26,3:22,47,10,8,2,21,9,12,0.043,0.255,31
Sam Gagner,23,EDM,C,0.79,0.29,0.50,2.35,113,12.4,193,58.5,-5,100.4,50.8,49.2,19:25,14:53,2:55,48,14,10,4,24,11,11,0.083,0.229,38
Colton Gillies,23,CBJ,C,0.07,0.04,0.04,0.63,17,5.9,26,65.4,-4.9,103,47.1,52.9,8:18,8:16,0:01,27,1,1,0,1,1,0,0.000,0.000,2
Cody Goloubef,23,CBJ,D,0.09,0.09,0.00,1.27,14,7.1,18,77.8,4.7,94.9,53.8,46.2,14:49,14:41,0:05,11,1,1,0,0,0,0,0.000,0.000,1
Jimmy Hayes,23,CHI,RW,0.40,0.10,0.30,1.30,13,7.7,21,61.9,-12.3,103.5,53.3,46.7,14:20,13:51,0:24,10,1,1,0,3,3,0,0.000,0.000,4
Thomas Hickey,23,NYI,D,0.10,0.03,0.08,1.03,40,2.5,95,42.1,5.9,100.1,55.4,44.6,16:52,15:44,0:02,39,1,1,0,3,3,0,0.000,0.000,4
Mike Hoffman,23,OTT,C,0.00,0.00,0.00,2.00,6,0,12,50,2,95.2,53.8,46.2,12:19,12:19,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Alex Killorn,23,TBL,C,0.50,0.18,0.32,2.16,82,8.5,135,60.7,1.5,99.2,48.8,51.2,16:49,13:48,1:52,38,7,6,1,12,10,2,0.026,0.053,19
Dwight King,23,LAK,LW,0.21,0.09,0.13,1.28,60,6.7,104,57.7,-2.3,96.5,52.6,47.4,12:45,12:23,0:20,47,4,4,0,6,6,0,0.000,0.000,10
Tomas Kundratek,23,WSH,D,0.28,0.04,0.24,0.92,23,4.3,63,36.5,-3.2,97.5,52.2,47.8,16:09,13:54,0:51,25,1,1,0,6,3,3,0.000,0.120,7
Philip Larsen,23,DAL,D,0.16,0.06,0.09,0.94,30,6.7,64,46.9,-1.2,97.4,46,54,14:53,13:46,0:41,32,2,1,1,3,3,0,0.031,0.000,5
Oliver Lauridsen,23,PHI,D,0.20,0.13,0.07,0.93,14,14.3,29,51.7,-0.3,100.2,42,58,15:08,14:16,0:01,15,2,2,0,1,1,0,0.000,0.000,3
Drew LeBlanc,23,CHI,C,0.00,0.00,0.00,1.50,3,0,4,75,,81.3,64.3,35.7,13:20,12:25,0:55,2,0,0,0,0,0,0,0.000,0.000,0
Lane MacDermid,23,TOT,D,0.22,0.22,0.00,0.44,4,50,6,66.7,-9.6,105.2,47.4,52.6,4:35,4:35,0:00,9,2,2,0,0,0,0,0.000,0.000,2
Brad Malone,23,COL,C,0.15,0.08,0.08,0.77,10,10,23,43.5,-7,87.3,52.5,47.5,8:47,8:28,0:01,13,1,1,0,1,1,0,0.000,0.000,2
Matt Martin,23,NYI,LW,0.23,0.08,0.15,1.40,67,6,106,63.2,-4.7,99.2,44,56,11:54,10:05,0:13,48,4,3,1,7,7,0,0.021,0.000,11
Ryan McDonagh,23,NYR,D,0.40,0.09,0.32,1.77,83,4.8,181,45.9,1.9,100.6,47,53,24:21,21:01,0:38,47,4,4,0,15,13,1,0.000,0.021,19
Jake Muzzin,23,LAK,D,0.36,0.16,0.20,1.71,77,9.1,164,47,11.3,101.6,61.5,38.5,17:54,15:35,2:15,45,7,4,3,9,5,4,0.067,0.089,16
Riley Nash,23,CAR,C,0.28,0.13,0.16,1.13,36,11.1,63,57.1,0,97,50.7,49.3,12:48,11:44,0:46,32,4,4,0,5,5,0,0.000,0.000,9
Jordan Nolan,23,LAK,C,0.14,0.05,0.09,0.52,23,8.7,44,52.3,-10.9,98.7,64,36,8:28,8:21,0:06,44,2,2,0,4,4,0,0.000,0.000,6
Gustav Nyquist,23,DET,LW,0.27,0.14,0.14,2.09,46,6.5,88,52.3,-3.6,99.7,60.4,39.6,13:02,10:52,2:09,22,3,3,0,3,1,2,0.000,0.091,6
Aaron Palushaj,23,COL,RW,0.36,0.08,0.28,1.16,29,6.9,49,59.2,1,98.8,48,52,11:19,10:34,0:44,25,2,2,0,7,7,0,0.000,0.000,9
Anthony Peluso,23,WPG,RW,0.40,0.00,0.40,0.80,4,0,4,100,16.7,98.9,70.6,29.4,5:00,4:48,0:11,5,0,0,0,2,2,0,0.000,0.000,2
Nicholas Petrecki,23,SJS,D,0.00,0.00,0.00,0.00,0,,1,0,-14.2,100,20,80,11:58,11:58,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Alex Pietrangelo,23,STL,D,0.51,0.11,0.40,1.98,93,5.4,221,42.1,0.8,99.4,51.2,48.8,25:07,19:14,2:51,47,5,3,2,19,14,4,0.043,0.085,24
Paul Postma,23,WPG,D,0.26,0.12,0.15,0.94,32,12.5,93,34.4,2.6,98,61.3,38.7,15:02,13:17,1:41,34,4,2,2,5,3,2,0.059,0.059,9
Antoine Roussel,23,DAL,C,0.36,0.18,0.18,1.18,46,15.2,68,67.6,-4.8,103,41.3,58.7,9:24,8:35,0:05,39,7,7,0,7,7,0,0.000,0.000,14
Luca Sbisa,23,ANA,D,0.20,0.02,0.17,0.95,39,2.6,100,39,-2.5,99.2,50.9,49.1,19:50,17:15,0:41,41,1,1,0,7,4,3,0.000,0.073,8
Colton Sceviour,23,DAL,C,1.00,0.00,1.00,0.00,0,,0,,-29.1,100,0,100,4:51,4:51,0:00,1,0,0,0,1,1,0,0.000,0.000,1
Luke Schenn,23,PHI,D,0.23,0.06,0.17,1.72,81,3.7,161,50.3,3.3,99.6,45.5,54.5,21:52,18:40,0:21,47,3,3,0,8,8,0,0.000,0.000,11
Brendan Smith,23,DET,D,0.24,0.00,0.24,0.97,33,0,87,37.9,3.1,98.3,56.7,43.3,18:24,15:58,1:09,34,0,0,0,8,6,2,0.000,0.059,8
Craig Smith,23,NSH,C,0.27,0.09,0.18,1.89,83,4.8,136,61,-3.9,96.2,44.7,55.3,13:51,11:57,1:53,44,4,2,2,8,3,5,0.045,0.114,12
Jared Spurgeon,23,MIN,D,0.38,0.13,0.26,1.72,67,7.5,140,47.9,-0.5,99.2,53.3,46.7,21:33,17:07,3:05,39,5,1,4,10,7,3,0.103,0.077,15
Ryan Stanton,23,CHI,D,0.00,0.00,0.00,1.00,1,0,2,50,,111.1,30,70,17:05,16:21,0:00,1,0,0,0,0,0,0,0.000,0.000,0
P.K. Subban,23,MTL,D,0.90,0.26,0.64,3.00,126,8.7,247,51,5.4,101,54.6,45.4,23:15,17:05,4:42,42,11,4,7,27,8,19,0.167,0.452,38
Brandon Sutter,23,PIT,C,0.40,0.23,0.17,1.71,82,13.4,138,59.4,-10,102.5,37.9,62.1,16:24,13:20,1:10,48,11,8,3,8,7,1,0.063,0.021,19
Chris Tanev,23,VAN,D,0.18,0.05,0.13,0.53,20,10,58,34.5,-3.7,101.3,47.1,52.9,17:17,15:32,0:06,38,2,2,0,5,5,0,0.000,0.000,7
Eric Tangradi,23,TOT,LW,0.10,0.02,0.07,1.17,48,2.1,86,55.8,-0.4,99.1,49.2,50.8,10:05,9:54,0:10,41,1,1,0,3,3,0,0.000,0.000,4
Chris Terry,23,CAR,LW,0.33,0.33,0.00,0.33,1,100,4,25,2,97.5,72.7,27.3,9:36,9:14,0:22,3,1,1,0,0,0,0,0.000,0.000,1
Scott Timmins,23,FLA,C,0.00,0.00,0.00,1.20,6,0,10,60,-11.2,94.4,44,56,10:35,8:48,0:03,5,0,0,0,0,0,0,0.000,0.000,0
Kyle Turris,23,OTT,C,0.60,0.25,0.35,2.46,118,10.2,226,52.2,-0.8,101.5,53.9,46.1,19:38,15:28,2:44,48,12,9,3,17,11,6,0.063,0.125,29
Dana Tyrell,23,TBL,C,0.19,0.05,0.14,0.90,19,5.3,36,52.8,1.7,98.7,53.1,46.9,10:21,9:01,0:07,21,1,1,0,3,3,0,0.000,0.000,4
David Ullstrom,23,NYI,LW,0.25,0.10,0.15,1.40,28,7.1,50,56,-4.6,98.5,47.1,52.9,9:30,9:18,0:11,20,2,2,0,3,3,0,0.000,0.000,5
James van Riemsdyk,23,TOR,LW,0.67,0.38,0.29,2.92,140,12.9,233,60.1,1.5,100.6,48.8,51.2,19:12,15:11,2:49,48,18,13,5,14,13,1,0.104,0.021,32
Jakub Voracek,23,PHI,RW,0.96,0.46,0.50,2.69,129,17.1,216,59.7,6.9,96.2,49.5,50.5,17:14,13:37,3:35,48,22,14,8,24,15,9,0.167,0.188,46
Slava Voynov,23,LAK,D,0.52,0.13,0.40,1.65,79,7.6,196,40.3,-4.2,99.5,51.5,48.5,22:18,18:32,2:05,48,6,5,1,19,12,7,0.021,0.146,25
Colin Wilson,23,NSH,C,0.76,0.28,0.48,1.04,26,26.9,60,43.3,5.7,99.9,50.9,49.1,16:34,14:11,2:22,25,7,5,2,12,8,4,0.080,0.160,19
Karl Alzner,24,WSH,D,0.10,0.02,0.08,0.81,39,2.6,98,39.8,-0.4,99.2,45.9,54.1,20:57,18:17,0:05,48,1,1,0,4,4,0,0.000,0.000,5
Artem Anisimov,24,CBJ,C,0.51,0.31,0.20,1.94,68,16.2,126,54,-1.7,99.1,46.4,53.6,16:25,13:07,1:42,35,11,10,1,7,7,0,0.029,0.000,18
Mark Arcobello,24,EDM,LW,0.00,0.00,0.00,0.00,0,,0,,-11.8,100,57.1,42.9,18:15,15:00,3:10,1,0,0,0,0,0,0,0.000,0.000,0
Matt Bartkowski,24,BOS,D,0.18,0.00,0.18,0.82,9,0,29,31,4,99.7,60.6,39.4,13:29,13:16,0:00,11,0,0,0,2,2,0,0.000,0.000,2
Victor Bartley,24,NSH,D,0.29,0.00,0.29,0.79,19,0,52,36.5,-6,102.2,43.5,56.5,19:33,17:40,0:43,24,0,0,0,7,7,0,0.000,0.000,7
Matt Beleskey,24,ANA,LW,0.31,0.19,0.12,1.45,61,13.1,111,55,-6.6,102.2,49.8,50.2,12:01,11:06,0:49,42,8,6,2,5,5,0,0.048,0.000,13
Brett Bellemore,24,CAR,D,0.25,0.00,0.25,0.38,3,0,18,16.7,-4.2,94.9,49.3,50.7,13:46,11:44,0:04,8,0,0,0,2,2,0,0.000,0.000,2
Patrik Berglund,24,STL,C,0.52,0.35,0.17,1.54,74,23,130,56.2,-5,100.4,53.6,46.4,16:50,13:07,2:20,48,17,10,5,8,7,1,0.104,0.021,25
Jonathon Blum,24,NSH,D,0.20,0.03,0.17,0.74,26,3.8,55,47.3,-1.5,100.9,44.4,55.6,14:18,13:02,1:09,35,1,1,0,6,6,0,0.000,0.000,7
Nick Bonino,24,ANA,C,0.48,0.19,0.30,1.37,37,13.5,69,53.6,-6.1,98.7,53.4,46.6,15:53,12:53,1:46,27,5,4,1,8,6,2,0.037,0.074,13
Michael Caruso,24,FLA,D,0.00,0.00,0.00,0.00,0,,2,0,1,87.5,14.3,85.7,7:55,5:55,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Sean Collins,24,CBJ,C,0.00,0.00,0.00,0.00,0,,4,0,1.1,98.1,46.2,53.8,12:30,12:29,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Kaspars Daugavins,24,TOT,LW,0.16,0.04,0.12,1.44,36,2.8,55,65.5,2.9,92.9,48,52,11:01,9:15,0:04,25,1,1,0,3,2,1,0.000,0.040,4
Jason Demers,24,SJS,D,0.14,0.05,0.09,1.23,27,3.7,69,39.1,-2.4,98.1,51.3,48.7,18:38,16:00,1:18,22,1,1,0,2,2,0,0.000,0.000,3
Keaton Ellerby,24,TOT,D,0.07,0.00,0.07,0.52,23,0,68,33.8,-0.3,100.5,58.1,41.9,14:29,12:45,0:06,44,0,0,0,3,3,0,0.000,0.000,3
Cory Emmerton,24,DET,C,0.17,0.10,0.06,1.15,55,9.1,87,63.2,-8.4,100.4,58.3,41.7,10:49,9:00,0:03,48,5,5,0,3,2,1,0.000,0.021,8
Justin Falk,24,MIN,D,0.08,0.00,0.08,0.75,27,0,68,39.7,-2,95.5,48.1,51.9,13:13,11:53,0:03,36,0,0,0,3,3,0,0.000,0.000,3
Brian Flynn,24,BUF,RW,0.42,0.23,0.19,1.88,49,12.2,73,67.1,1.9,104.1,51.9,48.1,14:41,13:07,0:33,26,6,5,0,5,5,0,0.000,0.000,11
Michael Frolik,24,CHI,C,0.22,0.07,0.16,2.18,98,3.1,160,61.3,1,99.6,50.6,49.4,12:31,9:54,0:12,45,3,3,0,7,7,0,0.000,0.000,10
T.J. Galiardi,24,SJS,LW,0.39,0.14,0.25,1.89,68,7.4,120,56.7,0.8,100.1,50.2,49.8,13:52,12:29,0:33,36,5,4,1,9,8,1,0.028,0.028,14
Eric Gryba,24,OTT,D,0.18,0.06,0.12,1.55,51,3.9,95,53.7,-7,99.7,48.9,51.1,20:17,17:47,0:07,33,2,2,0,4,4,0,0.000,0.000,6
Erik Gustafsson,24,PHI,D,0.30,0.11,0.19,1.33,36,8.3,75,48,-2.2,99.9,40.9,59.1,20:09,17:14,1:35,27,3,3,0,5,4,1,0.000,0.037,8
Carl Hagelin,24,NYR,LW,0.50,0.21,0.29,2.75,132,7.6,212,62.3,3.4,101.5,50.8,49.2,17:18,15:33,1:02,48,10,9,1,14,14,0,0.021,0.000,24
Matt Halischuk,24,NSH,RW,0.31,0.14,0.17,1.42,51,9.8,74,68.9,-2.8,101.2,44.7,55.3,11:57,11:00,0:04,36,5,5,0,6,6,0,0.000,0.000,11
Korbinian Holzer,24,TOR,D,0.14,0.09,0.05,0.73,16,12.5,31,51.6,-10.4,97.1,41.1,58.9,18:30,15:48,0:07,22,2,2,0,1,1,0,0.000,0.000,3
Dustin Jeffrey,24,PIT,C,0.25,0.13,0.13,1.08,26,11.5,48,54.2,-3.5,102.2,49.3,50.7,11:31,10:55,0:24,24,3,3,0,3,3,0,0.000,0.000,6
Erik Johnson,24,COL,D,0.13,0.00,0.13,2.06,64,0,119,53.8,0,97,51.1,48.9,20:45,16:29,1:53,31,0,0,0,4,4,0,0.000,0.000,4
Patrick Kane,24,CHI,RW,1.17,0.49,0.68,2.94,138,16.7,237,58.2,-6.7,102.6,55.4,44.6,20:03,17:05,2:57,47,23,15,8,32,23,9,0.170,0.191,55
Milan Lucic,24,BOS,LW,0.59,0.15,0.43,1.72,79,8.9,172,45.9,3.1,100.5,57.3,42.7,16:55,14:54,1:58,46,7,7,0,20,18,2,0.000,0.043,27
Brad Marchand,24,BOS,C,0.80,0.40,0.40,2.02,91,19.8,156,57.7,6.1,103.8,52.1,47.9,16:58,13:57,1:44,45,18,12,4,18,18,0,0.089,0.000,36
Pat Maroon,24,ANA,LW,0.23,0.15,0.08,1.62,21,9.5,31,67.7,-1.8,99.2,63.3,36.7,9:47,9:21,0:25,13,2,2,0,1,1,0,0.000,0.000,3
Brandon Mashinter,24,NYR,LW,0.00,0.00,0.00,0.50,2,0,4,50,-1.4,66.7,61.5,38.5,5:55,5:55,0:00,4,0,0,0,0,0,0,0.000,0.000,0
Shawn Matthias,24,FLA,C,0.44,0.29,0.15,2.21,106,13.2,169,62.7,-2.6,98.8,49.7,50.3,15:11,13:13,0:54,48,14,11,2,7,6,1,0.042,0.021,21
Jamie McBain,24,CAR,D,0.20,0.03,0.18,1.15,46,2.2,101,45.5,2.9,100,54.4,45.6,18:25,16:18,1:20,40,1,1,0,7,7,0,0.000,0.000,8
Jamie McGinn,24,COL,LW,0.47,0.23,0.23,2.72,128,8.6,213,60.1,-3,97.1,56.1,43.9,17:17,14:12,2:19,47,11,8,3,11,7,4,0.064,0.085,22
Andy Miele,24,PHX,C,0.00,0.00,0.00,0.00,0,,1,0,25.1,133.3,100,0,9:02,9:02,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Peter Mueller,24,FLA,C,0.40,0.19,0.21,3.05,131,6.1,193,67.9,4,95.3,62.2,37.8,16:16,13:52,2:21,43,8,6,2,9,7,2,0.047,0.047,17
Jim O'Brien,24,OTT,C,0.21,0.17,0.03,1.31,38,13.2,63,60.3,-3.6,98.7,47.4,52.6,11:25,9:14,0:06,29,5,4,1,1,1,0,0.034,0.000,6
Kyle Okposo,24,NYI,RW,0.50,0.08,0.42,2.10,101,4,175,57.7,-1.5,98.9,51,49,16:57,15:18,1:32,48,4,4,0,20,17,3,0.000,0.063,24
Max Pacioretty,24,MTL,LW,0.89,0.34,0.55,3.70,163,9.2,277,58.8,10.6,98.1,64.8,35.2,16:31,13:19,3:05,44,15,11,4,24,16,8,0.091,0.182,39
David Perron,24,STL,LW,0.52,0.21,0.31,1.75,84,11.9,168,50,1.5,99.8,51.8,48.2,18:00,14:47,2:28,48,10,8,2,15,11,4,0.042,0.083,25
Harri Pesonen,24,NJD,C,0.00,0.00,0.00,0.75,3,0,6,50,2.5,90.9,55,45,9:11,9:11,0:00,4,0,0,0,0,0,0,0.000,0.000,0
Zach Redmond,24,WPG,D,0.50,0.13,0.38,1.63,13,7.7,28,46.4,9.6,94.5,49.2,50.8,19:35,16:40,1:29,8,1,0,0,3,2,1,0.000,0.125,4
Bobby Sanguinetti,24,CAR,D,0.16,0.05,0.11,1.30,48,4.2,93,51.6,5.7,95.8,60.6,39.4,14:45,13:00,0:34,37,2,2,0,4,3,1,0.000,0.027,6
Cameron Schilling,24,WSH,D,0.00,0.00,0.00,0.00,0,,0,,-8.6,80,58.3,41.7,11:58,11:54,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Kevin Shattenkirk,24,STL,D,0.48,0.10,0.38,1.75,84,6,189,44.4,5.7,99.3,57.3,42.7,21:18,16:54,2:37,48,5,3,2,18,11,7,0.042,0.146,23
James Sheppard,24,SJS,C,0.13,0.03,0.09,1.25,40,2.5,66,60.6,-1.1,95.1,51,49,11:45,11:19,0:24,32,1,1,0,3,3,0,0.000,0.000,4
Wayne Simmonds,24,PHI,RW,0.71,0.33,0.38,2.44,110,13.6,172,64,-0.3,98.4,50.3,49.7,15:38,12:24,3:12,45,15,9,6,17,7,10,0.133,0.222,32
Ben Smith,24,CHI,RW,1.00,1.00,0.00,1.00,1,100,3,33.3,,114.3,57.1,42.9,18:21,15:08,1:42,1,1,1,0,0,0,0,0.000,0.000,1
Zack Smith,24,OTT,C,0.31,0.08,0.23,1.96,94,4.3,169,55.6,-0.9,97.2,49.1,50.9,15:09,13:59,0:40,48,4,4,0,11,9,2,0.000,0.042,15
