,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Matthew Nieto,22,SJS,LW,0.38,0.14,0.24,1.88,135,7.4,221,61.1,1,97.1,49.9,50.1,15:15,15:15,2:34,72,10,9,1,17,13,3,0.014,0.042,27
Joakim Nordstrom,22,CHI,C,0.08,0,0.08,1.11,42,0,87,48.3,-3.5,97,14.5,85.5,10:58,7:40,0:02,38,0,0,0,3,3,0,0,0,3
Jordan Oesterle,22,EDM,D,0.17,0,0.17,1.17,7,0,16,43.8,3.3,90.8,60,40,14:42,18:04,1:06,6,0,0,0,1,1,0,0,0,1
Jamie Oleksiak,22,DAL,D,0.22,0.03,0.19,1,36,2.8,61,59,-3,99.6,54.1,45.9,13:24,16:01,0:26,36,1,1,0,7,7,0,0,0,8
Jean-Gabriel Pageau,22,OTT,C,0.38,0.2,0.18,1.94,97,10.3,147,66,0.1,100.3,43.5,56.5,14:11,14:03,2:43,50,10,8,0,9,9,0,0,0,19
Tanner Pearson,22,LAK,LW,0.38,0.29,0.1,1.62,68,17.6,131,51.9,1.9,103.9,55.4,44.6,13:18,14:28,1:49,42,12,11,1,4,4,0,0.024,0,16
Alexander Petrovic,22,FLA,D,0.09,0,0.09,0.88,29,0,60,48.3,-2.7,99.1,53.5,46.5,16:16,10:49,0:01,33,0,0,0,3,3,0,0,0,3
Shane Prince,22,OTT,LW,0.5,0,0.5,1,2,0,6,33.3,10.1,109.1,42.9,57.1,10:29,9:26,0:07,2,0,0,0,1,1,0,0,0,1
Matt Puempel,22,OTT,LW,0.23,0.15,0.08,1.08,14,14.3,26,53.8,0.9,110.2,56.2,43.8,8:02,16:09,1:43,13,2,2,0,1,1,0,0,0,3
Brendan Ranford,22,DAL,LW,0,0,0,0,0,,2,0,4.3,100,88.9,11.1,9:19,11:32,0:24,1,0,0,0,0,0,0,0,0,0
Max Reinhart,22,CGY,C,0,0,0,0.75,3,0,11,27.3,-4.8,82.4,50,50,8:05,4:54,0:00,4,0,0,0,0,0,0,0,0,0
Borna Rendulic,22,COL,RW,0.18,0.09,0.09,0.55,6,16.7,11,54.5,4.1,103.3,54.1,45.9,9:24,8:33,0:03,11,1,1,0,1,1,0,0,0,2
Tobias Rieder,22,ARI,RW,0.29,0.18,0.11,2.63,189,6.9,317,59.3,1.3,96.4,53.7,46.3,16:54,14:54,3:17,72,13,10,0,8,6,2,0,0.028,21
Bryan Rust,22,PIT,RW,0.14,0.07,0.07,2.43,34,2.9,48,70.8,0.2,96.1,59.6,40.4,12:02,8:04,0:15,14,1,1,0,1,1,0,0,0,2
Brandon Saad,22,CHI,LW,0.63,0.28,0.35,2.48,203,11.3,322,62.7,0.1,101.1,57.6,42.4,17:15,12:39,0:46,82,23,21,2,29,21,8,0.024,0.098,52
Jaden Schwartz,22,STL,LW,0.84,0.37,0.47,2.45,184,15.2,293,62.8,0.6,101,57.6,42.4,18:15,15:54,0:04,75,28,20,8,35,25,8,0.107,0.107,63
Jiri Sekac,22,TOT,LW,0.33,0.13,0.2,1.23,85,10.6,162,52.5,-0.5,100.1,47.1,52.9,13:34,11:25,0:00,69,9,7,2,14,13,1,0.029,0.014,23
Michael Sgarbossa,22,COL,C,0.33,0,0.33,0.67,2,0,6,33.3,-7,106.4,64.3,35.7,7:06,11:58,1:03,3,0,0,0,1,1,0,0,0,1
Nick Shore,22,LAK,C,0.21,0.03,0.18,0.97,33,3,57,57.9,-3.3,99.7,59.2,40.8,11:05,16:16,2:43,34,1,1,0,6,5,1,0,0.029,7
Jeff Skinner,22,CAR,LW,0.4,0.23,0.17,3.05,235,7.7,452,51.8,0.4,95.1,59.3,40.7,16:03,9:49,0:03,77,18,14,4,13,10,3,0.052,0.039,31
Devante Smith-Pelly,22,TOT,RW,0.27,0.08,0.19,1.41,104,5.8,177,58.8,-3.2,100.1,48.2,51.8,14:17,14:34,2:39,74,6,5,0,14,12,1,0,0.014,20
Mark Stone,22,OTT,RW,0.8,0.33,0.48,1.96,157,16.6,261,60.2,2.6,104.4,52,48,17:01,15:48,0:00,80,26,20,5,38,30,8,0.063,0.1,64
Petr Straka,22,PHI,RW,0.67,0,0.67,0.67,2,0,5,40,13.4,104.3,46.2,53.8,9:27,6:54,0:00,3,0,0,0,2,2,0,0,0,2
Christian Thomas,22,MTL,LW,0.06,0.06,0,1.44,26,3.8,47,55.3,8,96.4,50.6,49.4,9:06,13:46,2:16,18,1,1,0,0,0,0,0,0,1
Jarred Tinordi,22,MTL,D,0.15,0,0.15,0.38,5,0,16,31.3,-1.1,94,41.5,58.5,12:04,8:18,0:02,13,0,0,0,2,2,0,0,0,2
Tyler Toffoli,22,LAK,C,0.64,0.3,0.34,2.63,200,11.5,345,58,2.9,101.9,54.5,45.5,14:35,14:13,1:24,76,23,15,3,26,23,2,0.039,0.026,49
Dominik Uher,22,PIT,C,0,0,0,0,0,,0,,-14.1,75,33.3,66.7,6:28,15:02,2:11,2,0,0,0,0,0,0,0,0,0
Scott Wilson,22,PIT,C,0,0,0,0,0,,,,-16,,33.3,66.7,4:21,14:50,2:38,1,0,0,0,0,0,0,0,0,0
Brendan Woods,22,CAR,LW,0,0,0,1.5,3,0,4,75,-20.1,66.7,50,50,6:02,15:04,1:27,2,0,0,0,0,0,0,0,0,0
Mark Alt,23,PHI,D,0,0,0,0,0,,6,0,40.5,75,50,50,9:25,16:27,0:04,1,0,0,0,0,0,0,0,0,0
Andy Andreoff,23,LAK,C,0.17,0.11,0.06,0.78,14,14.3,28,50,-7.1,102.1,59.4,40.6,8:34,11:39,1:58,18,2,2,0,1,1,0,0,0,3
Carter Ashton,23,TOR,RW,0,0,0,0.57,4,0,7,57.1,-1.8,88,41.7,58.3,6:13,19:53,2:26,7,0,0,0,0,0,0,0,0,0
Casey Bailey,23,TOR,C,0.17,0.17,0,1.5,9,11.1,11,81.8,7.1,102.1,57.1,42.9,9:02,12:22,1:26,6,1,1,0,0,0,0,0,0,1
Tyson Barrie,23,COL,D,0.66,0.15,0.51,1.74,139,8.6,312,44.6,3.4,101.4,50.8,49.2,21:22,12:08,2:12,80,12,10,2,41,27,14,0.025,0.175,53
Taylor Beck,23,NSH,LW,0.26,0.13,0.13,1.26,78,10.3,143,54.5,-7.5,99.7,29.4,70.6,11:56,16:08,0:05,62,8,6,2,8,8,0,0.032,0,16
Beau Bennett,23,PIT,RW,0.24,0.08,0.16,1.65,81,4.9,145,55.9,-0.9,98.2,50.3,49.7,12:29,8:03,0:05,49,4,4,0,8,8,0,0,0,12
Danny Biega,23,CAR,D,0.2,0,0.2,0.7,7,0,25,28,-0.1,91.6,57.8,42.2,16:09,10:44,1:24,10,0,0,0,2,2,0,0,0,2
Jesse Blacker,23,ANA,D,0,0,0,0,0,,0,,-29.9,71.4,50,50,6:03,12:05,2:04,1,0,0,0,0,0,0,0,0,0
Chris Brown,23,WSH,C,0.2,0.2,0,0.8,4,25,4,100,-23.2,110,73.9,26.1,6:28,12:59,1:43,5,1,1,0,0,0,0,0,0,1
Ben Chiarot,23,WPG,D,0.2,0.05,0.15,0.93,37,5.4,90,42.2,-0.6,100.8,48.8,51.2,17:01,16:32,0:03,40,2,2,0,6,6,0,0,0,8
Casey Cizikas,23,NYI,C,0.26,0.13,0.13,1.29,90,10,159,56.6,-4.9,98.6,46.3,53.7,12:31,14:17,0:00,70,9,7,0,9,8,1,0,0.014,18
Jerry D'Amigo,23,BUF,RW,0.17,0.04,0.13,0.87,7,0,9,77.8,0.8,92.5,25,75,9:44,9:56,0:05,9,0,0,0,0,0,0,0,0,0
Klas Dahlbeck,23,TOT,D,0,0,0,0.78,20,5,54,37,-6.1,99.1,39.1,60.9,17:40,8:19,0:00,23,1,1,0,3,3,0,0,0,4
Brandon Davidson,23,EDM,D,0.08,0.08,0,0.58,7,14.3,20,35,-2.9,96.3,47,53,15:08,15:42,0:06,12,1,1,0,0,0,0,0,0,1
Calvin de Haan,23,NYI,D,0.18,0.02,0.17,1.42,92,1.1,209,44,0.5,98.4,54.6,45.4,19:01,15:55,1:00,65,1,0,0,11,10,1,0,0.015,12
Nicolas Deslauriers,23,BUF,LW,0.18,0.06,0.12,0.93,76,6.6,143,53.1,-4.9,98.3,36.5,63.5,11:52,4:42,0:00,82,5,5,0,10,9,0,0,0,15
Simon Despres,23,TOT,D,0.31,0.04,0.27,1.37,103,2.9,215,47.9,0,100.3,50.2,49.8,16:52,9:45,0:03,75,3,3,0,20,19,1,0,0.013,23
Brian Dumoulin,23,PIT,D,0.13,0.13,0,0.5,4,25,5,80,-4.7,103.4,43.5,56.5,15:40,13:15,2:27,8,1,1,0,0,0,0,0,0,1
Cody Eakin,23,DAL,C,0.51,0.24,0.27,1.82,142,13.4,267,52.8,-2.6,99.3,44.8,55.2,17:12,12:15,0:08,78,19,15,2,21,18,2,0.026,0.026,40
Oliver Ekman-Larsson,23,ARI,D,0.52,0.28,0.24,3.22,264,8.7,518,51,4.7,97.7,46.3,53.7,25:12,8:40,0:05,82,23,12,10,20,10,10,0.122,0.122,43
Tim Erixon,23,TOT,D,0.17,0.05,0.12,0.86,36,5.6,89,40.4,0.3,98,61.6,38.4,15:13,12:50,1:27,42,2,1,1,5,1,4,0.024,0.095,7
Dennis Everberg,23,COL,RW,0.22,0.05,0.16,1.13,62,4.8,109,56.9,-3.2,99.3,44.7,55.3,11:48,11:09,0:23,55,3,3,0,9,9,0,0,0,12
Jesper Fast,23,NYR,RW,0.24,0.1,0.14,0.9,52,11.5,88,58,0.9,99.3,41.8,58.2,11:48,11:52,1:54,58,6,6,0,8,7,1,0,0.017,14
Landon Ferraro,23,DET,C,0.33,0.33,0,1.33,4,25,6,66.7,-7.8,108.3,40.9,59.1,11:59,12:13,0:33,3,1,1,0,0,0,0,0,0,1
Marcus Foligno,23,BUF,LW,0.35,0.14,0.21,1.16,66,12.1,108,61.1,-0.6,101.3,43,57,16:14,20:10,3:05,57,8,8,0,12,10,1,0,0.018,20
Christian Folin,23,MIN,D,0.25,0.05,0.2,0.98,39,5.1,86,45.3,-2.1,101,49.5,50.5,15:12,9:52,0:11,40,2,2,0,8,7,1,0,0.025,10
Cam Fowler,23,ANA,D,0.43,0.09,0.34,1.09,87,8,188,46.3,-1,99.8,48,52,21:09,14:24,2:44,80,7,5,1,27,18,8,0.013,0.1,34
Stanislav Galiev,23,WSH,RW,0.5,0.5,0,1,2,50,4,50,20.3,108.3,63.6,36.4,9:23,10:07,0:17,2,1,1,0,0,0,0,0,0,1
Eric Gelinas,23,NJD,D,0.31,0.1,0.21,1.84,112,5.4,244,45.9,2.4,101.1,61.4,38.6,16:28,18:49,0:00,61,6,3,3,13,7,6,0.049,0.098,19
Erik Gudbranson,23,FLA,D,0.17,0.05,0.12,1.45,110,3.6,229,48,-2.8,99.9,42.6,57.4,18:36,10:23,0:00,76,4,4,0,9,5,4,0,0.053,13
Taylor Hall,23,EDM,LW,0.72,0.26,0.45,2.98,158,8.9,311,50.5,4.4,100.9,56.5,43.5,19:13,11:47,0:53,53,14,11,3,24,21,3,0.057,0.057,38
Curtis Hamilton,23,EDM,LW,0,0,0,0,0,,0,,-19.9,100,63.6,36.4,8:01,18:18,2:42,1,0,0,0,0,0,0,0,0,0
Freddie Hamilton,23,TOT,C,0.06,0.06,0,0.61,11,9.1,22,50,-3.8,99.1,50,50,7:35,12:27,0:11,18,1,1,0,0,0,0,0,0,1
Erik Haula,23,MIN,C,0.19,0.1,0.1,1.28,92,7.6,156,59,-2.6,97.5,41.9,58.1,12:09,12:32,0:40,72,7,6,1,7,6,0,0.014,0,14
Joey Hishon,23,COL,C,0.15,0.08,0.08,1.46,19,5.3,29,65.5,-1.5,97.9,43.9,56.1,10:07,11:20,0:11,13,1,1,0,1,1,0,0,0,2
Calle Jarnkrok,23,NSH,C,0.24,0.09,0.15,1.28,95,7.4,178,53.4,2.6,98.5,55.4,44.6,12:51,13:06,1:59,74,7,7,0,11,10,0,0,0,18
Jyrki Jokipakka,23,DAL,D,0.2,0,0.2,0.78,40,0,101,39.6,-4,99.6,56.6,43.4,16:31,6:51,0:00,51,0,0,0,10,10,0,0,0,10
Jacob Josefson,23,NJD,C,0.18,0.1,0.08,0.98,61,9.8,111,55,4.5,99.5,46.3,53.7,12:26,13:08,1:16,62,6,3,0,5,3,2,0,0.032,11
Evander Kane,23,WPG,LW,0.59,0.27,0.32,3.41,126,7.9,244,51.6,1.6,99,50.5,49.5,19:19,7:27,0:00,37,10,5,4,12,8,2,0.108,0.054,22
Ronalds Kenins,23,VAN,LW,0.4,0.13,0.27,1.27,38,10.5,68,55.9,-3.3,99.9,42.7,57.3,12:16,11:15,1:54,30,4,4,0,8,8,0,0,0,12
Chris Kreider,23,NYR,LW,0.58,0.26,0.31,2.25,180,11.7,297,60.6,1.1,104.6,55,45,15:43,12:41,0:40,80,21,14,7,25,24,1,0.088,0.013,46
Torey Krug,23,BOS,D,0.5,0.15,0.35,2.63,205,5.9,420,48.8,3.4,101.7,59.9,40.1,19:36,9:33,0:00,78,12,10,2,27,15,12,0.026,0.154,39
Anton Lander,23,EDM,C,0.53,0.16,0.37,1.61,61,9.8,88,69.3,2.9,95.3,48.8,51.2,15:01,14:02,1:37,38,6,2,4,14,11,3,0.105,0.079,20
Michael Latta,23,WSH,C,0.11,0,0.11,0.45,24,0,51,47.1,0,101.7,48.6,51.4,8:23,13:50,0:00,53,0,0,0,6,6,0,0,0,6
Nick Leddy,23,NYI,D,0.47,0.13,0.35,1.54,120,8.3,236,50.8,3.6,100.6,54.5,45.5,20:22,15:13,0:00,78,10,9,1,27,15,11,0.013,0.141,37
Oscar Lindberg,23,NYR,C,0,0,0,2,2,0,3,66.7,5.9,100,100,0,8:18,13:57,1:47,1,0,0,0,0,0,0,0,0,0
Josh Manson,23,ANA,D,0.11,0,0.11,0.93,26,0,55,47.3,5.1,99.6,50.3,49.7,18:26,16:39,0:05,28,0,0,0,3,3,0,0,0,3
Alexey Marchenko,23,DET,D,0.15,0.08,0.08,0.54,7,14.3,19,36.8,8.6,98.5,64.3,35.7,15:26,6:26,0:00,13,1,1,0,1,1,0,0,0,2
Curtis McKenzie,23,DAL,LW,0.14,0.11,0.03,1.14,41,9.8,77,53.2,-2.5,96.8,54.3,45.7,11:32,15:14,0:12,36,4,4,0,1,1,0,0,0,5
Jeremy Morin,23,TOT,RW,0.14,0.05,0.09,1.7,73,2.7,109,67,1.5,98.8,52.8,47.2,10:12,15:44,0:04,43,2,2,0,4,4,0,0,0,6
Brock Nelson,23,NYI,C,0.51,0.24,0.27,2.32,190,10.5,319,59.6,0.6,99,44.7,55.3,15:53,7:59,0:00,82,20,10,10,22,17,5,0.122,0.061,42
Andrej Nestrasil,23,TOT,C,0.37,0.13,0.24,1.52,82,8.5,148,55.4,3.5,98.4,57.5,42.5,13:21,15:18,1:48,54,7,5,2,13,10,3,0.037,0.056,20
Ryan O'Reilly,23,COL,C,0.67,0.21,0.46,2.09,171,9.9,273,62.6,4.7,99.9,44.5,55.5,19:43,12:58,1:28,82,17,14,2,38,27,10,0.024,0.122,55
Magnus Paajarvi,23,STL,LW,0.1,0,0.1,0.9,9,0,16,56.3,0.3,94.2,45.7,54.3,9:48,8:11,0:00,10,0,0,0,1,0,1,0,0.1,1
Iiro Pakarinen,23,EDM,RW,0.18,0.06,0.12,2,34,2.9,53,64.2,0.8,95.3,60.7,39.3,10:08,12:44,1:44,17,1,1,0,2,0,2,0,0.118,3
Ondrej Palat,23,TBL,LW,0.84,0.21,0.63,1.85,139,11.5,270,51.9,3.6,103.8,56.6,43.4,17:26,14:38,0:03,75,16,12,3,47,38,8,0.04,0.107,63
Kyle Palmieri,23,ANA,RW,0.51,0.25,0.26,1.96,112,12.5,214,52.3,0.4,100.4,49.8,50.2,14:06,11:22,1:15,57,14,9,5,15,9,6,0.088,0.105,29
Richard Panik,23,TOR,RW,0.22,0.14,0.08,1.14,87,12.6,152,57.2,2,98.5,46.3,53.7,11:39,13:27,0:22,76,11,9,2,6,6,0,0.026,0,17
Brandon Pirri,23,FLA,C,0.49,0.45,0.04,2.92,143,15.4,243,58.8,0.5,101.5,57.3,42.7,14:46,14:57,2:28,49,22,15,7,2,2,0,0.143,0,24
Tyler Pitlick,23,EDM,RW,0.12,0.12,0,1.06,18,11.1,40,45,4.7,97.4,41.9,58.1,12:27,13:05,1:52,17,2,2,0,0,0,0,0,0,2
Teemu Pulkkinen,23,DET,LW,0.26,0.16,0.1,2.16,67,7.5,135,49.6,5.1,103.1,63.3,36.7,11:29,15:54,1:24,31,5,4,1,3,2,1,0.032,0.032,8
Mark Pysyk,23,BUF,D,0.43,0.29,0.14,0.57,4,50,10,40,7.1,106.8,31.3,68.7,18:11,17:45,3:13,7,2,2,0,1,1,0,0,0,3
John Ramage,23,CGY,D,0,0,0,4,4,0,8,100,,83.9,100,0,18:10,9:05,0:00,1,0,0,0,0,0,0,0,0,0
Rasmus Rissanen,23,CAR,D,0,0,0,0.5,3,0,9,33.3,-10.2,88.6,74.5,25.5,14:59,12:55,0:47,6,0,0,0,0,0,0,0,0,0
Philip Samuelsson,23,ARI,D,0,0,0,1,4,0,5,80,-7,90.3,46.7,53.3,16:53,11:31,1:19,4,0,0,0,0,0,0,0,0,0
Brayden Schenn,23,PHI,C,0.57,0.22,0.35,1.9,156,11.5,299,52.2,0.8,99.9,58.5,41.5,17:05,13:35,1:47,82,18,11,7,29,17,12,0.085,0.146,47
Nate Schmidt,23,WSH,D,0.1,0.03,0.08,1.03,40,2.5,87,46,2.9,98.2,58.7,41.3,13:53,13:25,2:41,39,1,1,0,3,3,0,0,0,4
Tyler Seguin,23,DAL,C,1.08,0.52,0.56,3.94,280,13.2,517,54.2,3.8,99.8,55,45,19:33,18:47,0:16,71,37,24,13,40,24,16,0.183,0.225,77
Andrew Shaw,23,CHI,C,0.33,0.19,0.14,1.85,146,10.3,229,63.3,1.3,97.8,60.9,39.1,14:57,14:45,2:32,79,15,10,5,11,10,1,0.063,0.013,26
Riley Sheahan,23,DET,C,0.46,0.16,0.29,1.56,123,10.6,221,56.1,1.7,98.3,58.6,41.4,15:39,7:48,2:13,79,13,8,5,23,17,6,0.063,0.076,36
Justin Shugg,23,CAR,RW,0,0,0,1,3,0,4,75,-5.6,100,44.4,55.6,5:42,15:17,2:37,3,0,0,0,0,0,0,0,0,0
Reilly Smith,23,BOS,RW,0.49,0.16,0.33,1.77,143,9.1,293,48.8,4.4,99.7,53.4,46.6,15:24,14:32,1:54,81,13,12,1,27,17,10,0.012,0.123,40
Ryan Spooner,23,BOS,C,0.62,0.28,0.34,2.52,73,11,112,64.3,-1,101.8,58.5,41.5,14:32,12:35,0:24,29,8,5,3,10,8,2,0.103,0.069,18
Brody Sutter,23,CAR,C,0,0,0,0,0,,2,0,-6.5,85.7,50,50,7:26,14:52,1:27,4,0,0,0,0,0,0,0,0,0
Jordan Szwarz,23,ARI,RW,0.11,0.11,0,0.89,8,12.5,10,80,-15.5,99.3,25,75,13:28,7:52,1:32,9,1,1,0,0,0,0,0,0,1
Vladimir Tarasenko,23,STL,RW,0.2,0,0.2,1,264,14,511,51.7,4.7,103,59.7,40.3,17:37,15:09,2:21,77,37,29,8,36,26,10,0.104,0.13,73
Daniil Tarasov,23,SJS,RW,0.95,0.48,0.47,3.43,5,0,7,71.4,0.9,111.1,56,44,7:34,9:11,0:01,5,0,0,0,1,1,0,0,0,1
Trevor van Riemsdyk,23,CHI,D,0.06,0,0.06,1.17,21,0,42,52.4,2.7,98,64,36,13:32,12:06,0:06,18,0,0,0,1,1,0,0,0,1
Sami Vatanen,23,ANA,D,0.55,0.18,0.37,1.82,122,9.8,242,50.4,1.1,100.2,53.9,46.1,21:28,15:14,1:59,67,12,4,7,25,15,10,0.104,0.149,37
Linden Vey,23,VAN,RW,0.32,0.13,0.19,0.81,61,16.4,125,48.8,-1,100.3,52.5,47.5,13:10,13:12,0:09,75,10,6,4,14,12,2,0.053,0.027,24
Chris Wagner,23,ANA,RW,0,0,0,0.78,7,0,14,50,-3.8,92.6,44.4,55.6,8:47,13:13,2:14,9,0,0,0,0,0,0,0,0,0
Garrett Wilson,23,FLA,LW,0,0,0,2.5,5,0,8,62.5,3.2,75,45.5,54.5,8:51,10:42,1:55,2,0,0,0,0,0,0,0,0,0
Jason Zucker,23,MIN,LW,0.51,0.41,0.1,2.43,124,16.9,193,64.2,2.6,96.1,53.8,46.2,15:04,14:56,2:03,51,21,19,1,5,5,0,0.02,0,26
Luke Adam,24,CBJ,C,0,0,0,0,0,,1,0,8.7,100,30,70,6:27,9:34,0:03,3,0,0,0,0,0,0,0,0,0
Andrew Agozzino,24,COL,LW,1,0,1,1,1,0,2,50,-11.8,120,50,50,9:45,9:18,0:04,1,0,0,0,1,1,0,0,0,1
Jason Akeson,24,PHI,RW,0,0,0,0.69,9,0,20,45,-9.5,99.4,50,50,8:03,14:09,1:43,13,0,0,0,0,0,0,0,0,0
Mark Barberio,24,TBL,D,0.5,0.5,0,1.5,53,1.9,122,43.4,1.2,98.2,54.4,45.6,16:47,17:23,0:05,52,1,1,0,6,6,0,0,0,7
Anthony Bitetto,24,NSH,D,0.13,0.02,0.12,1.02,2,0,7,28.6,-5.7,97.4,60.9,39.1,11:47,12:06,0:37,7,0,0,0,0,0,0,0,0,0
Zach Bogosian,24,TOT,D,0,0,0,0.29,125,2.4,247,50.6,-1.1,99.6,47.6,52.4,23:41,8:03,0:01,62,3,3,0,17,15,2,0,0.032,20
Lance Bouma,24,CGY,C,0.32,0.05,0.27,2.02,104,15.4,178,58.4,-4.5,103.1,34.6,65.4,14:01,11:17,0:15,78,16,16,0,18,16,1,0,0.013,34
Gabriel Bourque,24,NSH,LW,0.44,0.21,0.23,1.33,76,3.9,126,60.3,-5.8,96.2,28.3,71.7,12:01,7:35,0:00,69,3,3,0,10,10,0,0,0,13
Ryan Bourque,24,NYR,C,0.19,0.04,0.14,1.1,1,0,3,33.3,25.1,50,50,50,11:49,11:19,0:00,1,0,0,0,0,0,0,0,0,0
T.J. Brodie,24,CGY,D,0,0,0,1,133,8.3,283,47,2.6,102.6,40.5,59.5,25:12,13:39,1:59,81,11,7,3,30,22,6,0.037,0.074,41
J.T. Brown,24,TBL,RW,0.51,0.14,0.37,1.64,74,4.1,128,60.2,-1.8,99.2,43.9,56.1,10:36,13:58,2:11,52,3,3,0,6,6,0,0,0,9
Jordan Caron,24,TOT,RW,0.17,0.06,0.12,1.42,12,0,27,44.4,-10.1,99.8,46.6,53.4,8:02,14:30,0:24,30,0,0,0,0,0,0,0,0,0
Alex Chiasson,24,OTT,RW,0,0,0,0.4,105,10.5,175,60,1.7,98.7,53.3,46.7,13:23,12:13,2:42,76,11,8,3,15,11,3,0.039,0.039,26
Mat Clark,24,ANA,D,0.34,0.14,0.2,1.38,2,0,7,28.6,-4.7,106.3,52.5,47.5,12:46,11:20,0:44,7,0,0,0,1,1,0,0,0,1
Kyle Clifford,24,LAK,LW,0.14,0,0.14,0.29,117,5.1,191,60.7,-0.3,100.1,55.3,44.7,10:44,11:08,0:08,80,6,6,0,9,9,0,0,0,15
Kevin Connauton,24,TOT,D,0.19,0.08,0.11,1.46,96,9.4,199,48.2,2.5,101.5,52.9,47.1,16:13,12:17,0:10,62,9,9,0,12,9,3,0,0.048,21
Patrice Cormier,24,WPG,C,0.34,0.15,0.19,1.55,0,,0,,4.6,100,0,100,4:54,12:20,1:42,1,0,0,0,0,0,0,0,0,0
Jared Cowen,24,OTT,D,0,0,0,0,47,6.4,104,45.2,-2.6,98.8,45.3,54.7,18:09,9:33,0:09,54,3,3,0,6,6,0,0,0,9
Craig Cunningham,24,TOT,RW,0.17,0.06,0.11,0.87,54,5.6,76,71.1,-8.4,98.1,34.6,65.4,10:28,11:20,0:46,51,3,2,0,4,4,0,0,0,7
Danny DeKeyser,24,DET,D,0.14,0.06,0.08,1.06,89,2.2,217,41,0.8,100.7,52.2,47.8,20:56,14:39,0:03,80,2,2,0,29,23,6,0,0.075,31
Michael Del Zotto,24,PHI,D,0.39,0.03,0.36,1.11,119,8.4,224,53.1,-0.6,99.6,50.8,49.2,21:55,11:30,1:20,64,10,8,1,22,15,7,0.016,0.109,32
Brenden Dillon,24,TOT,D,0.5,0.16,0.34,1.86,91,2.2,266,34.2,0.7,96.9,47.1,52.9,19:34,6:06,0:00,80,2,1,0,8,7,0,0,0,10
Matt Donovan,24,NYI,D,0.13,0.03,0.1,1.14,12,0,38,31.6,-4.8,103.7,51.4,48.6,17:34,6:06,0:00,12,0,0,0,3,3,0,0,0,3
Matt Duchene,24,COL,C,0.25,0,0.25,1,207,10.1,344,60.2,-0.2,102.2,47.5,52.5,18:34,8:42,0:02,82,21,19,2,34,29,5,0.024,0.061,55
Gabriel Dumont,24,MTL,C,0.67,0.26,0.41,2.52,4,0,5,80,-15.9,92.9,18.8,81.3,9:07,9:27,0:03,3,0,0,0,0,0,0,0,0,0
Jordan Eberle,24,EDM,RW,0,0,0,1.33,183,13.1,302,60.3,4.1,98.2,63.7,36.3,19:03,11:28,0:05,81,24,18,6,39,24,15,0.074,0.185,63
Mattias Ekholm,24,NSH,D,0.78,0.3,0.48,2.26,86,8.1,197,43.7,4.9,99.6,55.2,44.8,19:01,16:44,2:38,80,7,6,1,11,10,1,0.013,0.013,18
Stefan Elliott,24,COL,D,0.23,0.09,0.14,1.08,10,0,19,52.6,6.4,92.6,50,50,13:56,10:49,1:15,5,0,0,0,0,0,0,0,0,0
Ryan Ellis,24,NSH,D,0,0,0,2,118,7.6,212,55.7,4.5,100,55.8,44.2,18:59,10:06,0:02,58,9,7,2,18,14,4,0.034,0.069,27
Matt Fraser,24,TOT,RW,0.47,0.16,0.31,2.03,92,8.7,141,65.2,-3.2,96.4,49.9,50.1,11:13,17:23,3:33,60,8,7,1,4,4,0,0.017,0,12
Jake Gardiner,24,TOR,D,0.2,0.13,0.07,1.53,100,4,253,39.5,5.7,97.9,48.8,51.2,20:58,14:00,0:00,79,4,4,0,20,12,8,0,0.101,24
Radko Gudas,24,TBL,D,0.3,0.05,0.25,1.27,63,3.2,132,47.7,-3.8,97.9,55,45,17:00,18:10,1:37,31,2,2,0,3,3,0,0,0,5
Travis Hamonic,24,NYI,D,0.16,0.06,0.1,2.03,132,3.8,306,43.1,-4,100.6,51.2,48.8,21:47,18:00,1:57,71,5,4,1,28,21,7,0.014,0.099,33
Victor Hedman,24,TBL,D,0.46,0.07,0.39,1.86,115,8.7,250,46.4,1,100.7,59.6,40.4,22:41,12:16,0:03,59,10,7,3,28,20,8,0.051,0.136,38
Seth Helgeson,24,NJD,D,0.64,0.17,0.47,1.95,11,0,28,39.3,-5.6,105.3,38.5,61.5,13:28,12:12,0:26,22,0,0,0,2,2,0,0,0,2
Adam Henrique,24,NJD,C,0.09,0,0.09,0.5,127,12.6,225,56.4,-1,100.9,46.8,53.2,17:45,15:13,2:46,75,16,11,5,27,15,11,0.067,0.147,43
Cody Hodgson,24,BUF,C,0.57,0.21,0.36,1.69,127,4.7,229,55.5,1.4,96.9,44.4,55.6,12:51,14:54,3:21,78,6,6,0,7,6,1,0,0.013,13
Peter Holland,24,TOR,C,0.17,0.08,0.09,1.63,93,11.8,148,62.8,-2.4,102.1,38.3,61.7,14:31,10:54,0:01,62,11,9,1,14,11,2,0.016,0.032,25
Marcus Johansson,24,WSH,C,0.4,0.18,0.23,1.5,138,14.5,253,54.5,2.4,100.6,58.6,41.4,16:29,10:20,0:02,82,20,17,3,27,15,12,0.037,0.146,47
