,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Joel Edmundson,23,STL,D,0.22,0.04,0.17,1.17,81,3.7,171,47.4,-2.1,102.1,48.5,51.5,17:46,15:50,0:02,69,3,3,0,12,12,0,0,0,15
Johnny Gaudreau,23,CGY,LW,0.85,0.25,0.6,2.53,182,9.9,307,59.3,1.7,98.7,63.3,36.7,18:29,15:15,3:12,72,18,14,4,43,31,12,0.056,0.167,61
Jonas Brodin,23,MIN,D,0.37,0.04,0.32,1.25,85,3.5,186,45.7,0.4,100.6,47.3,52.7,19:34,16:10,1:32,68,3,1,2,22,17,5,0.029,0.074,25
Jonathan Huberdeau,23,FLA,LW,0.84,0.32,0.52,2.77,86,11.6,136,63.2,7.4,98.3,61.1,38.9,17:55,15:17,2:32,31,10,7,3,16,12,4,0.097,0.129,26
Lukas Sedlak,23,CBJ,LW,0.21,0.11,0.1,0.92,57,12.3,115,48.7,3.1,101.9,46.5,53.5,9:43,9:06,0:02,62,7,6,0,6,6,0,0,0,13
Mark Scheifele,23,WPG,C,1.04,0.41,0.63,2.03,160,20,278,57.6,3.7,102.6,53,47,20:34,16:45,3:05,79,32,25,7,50,40,8,0.089,0.101,82
Markus Granlund,23,VAN,C,0.46,0.28,0.19,1.77,122,15.6,220,55.5,3.7,96.6,51.4,48.6,17:19,14:09,1:56,69,19,16,3,13,9,4,0.043,0.058,32
Mika Zibanejad,23,NYR,C,0.66,0.25,0.41,2.13,119,11.8,225,52.4,2.4,103.3,53.8,46.2,17:04,13:58,2:23,56,14,10,4,23,16,7,0.071,0.125,37
Mike Reilly,23,MIN,D,0.06,0.06,0,1.12,19,5.3,47,40.4,1.7,100.4,59.2,40.8,12:23,11:09,1:12,17,1,1,0,0,0,0,0,0,1
Nail Yakupov,23,STL,RW,0.23,0.08,0.15,0.88,35,8.6,68,51.5,1.3,97.6,63.9,36.1,10:39,10:22,0:16,40,3,3,0,6,6,0,0,0,9
Nick Cousins,23,PHI,C,0.27,0.1,0.17,1.65,99,6.1,163,60.1,1.8,97.9,52.7,47.3,12:00,10:47,1:10,60,6,5,1,10,9,1,0.017,0.017,16
Nikita Kucherov,23,TBL,RW,1.15,0.54,0.61,3.32,246,16.3,464,53,6.7,101.9,59.7,40.3,19:26,16:02,3:21,74,40,23,17,45,30,15,0.23,0.203,85
Nikita Nesterov,23,TOT,D,0.35,0.08,0.27,1.31,63,6.3,145,43.4,2.6,100.2,64.9,35.1,16:17,15:05,1:08,48,4,3,1,13,12,1,0.021,0.021,17
Nikita Soshnikov,23,TOR,RW,0.16,0.09,0.07,1.25,70,7.1,133,52.6,-2.5,100.8,34.3,65.7,10:51,9:02,0:33,56,5,5,0,4,3,1,0,0.018,9
Oscar Klefbom,23,EDM,D,0.46,0.15,0.32,2.45,201,6,398,50.5,0.6,100.5,50.7,49.3,22:22,18:09,2:31,82,12,9,3,26,12,13,0.037,0.159,38
Phillip Danault,23,MTL,LW,0.49,0.16,0.33,1.62,133,9.8,226,58.8,4.3,99.8,48.1,51.9,15:35,13:49,0:36,82,13,13,0,27,24,2,0,0.024,40
Phillip Di Giuseppe,23,CAR,LW,0.19,0.03,0.17,1.89,68,1.5,113,60.2,2.8,93.4,62.4,37.6,12:18,11:47,0:29,36,1,1,0,6,5,1,0,0.028,7
Pontus Aberg,23,NSH,LW,0.13,0.07,0.07,0.8,12,8.3,24,50,-6.2,98.7,48.3,51.7,12:20,12:04,0:15,15,1,1,0,1,1,0,0,0,2
Radek Faksa,23,DAL,C,0.41,0.15,0.26,1.65,132,9.1,249,53,2.2,98.4,40.7,59.3,16:10,13:40,0:32,80,12,12,0,21,19,2,0,0.025,33
Reid Boucher,23,TOT,C,0.26,0.15,0.1,1.79,70,8.6,113,61.9,-2.3,98.2,50.4,49.6,11:56,10:13,1:27,39,6,5,1,4,4,0,0.026,0,10
Rickard Rakell,23,ANA,C,0.72,0.46,0.25,2.49,177,18.6,329,53.8,3.3,102.3,56.2,43.8,17:23,15:07,2:14,71,33,28,5,18,11,7,0.07,0.099,51
Robbie Russo,23,DET,D,0,0,0,0.95,18,0,40,45,3.6,101.3,53.8,46.2,16:04,14:48,0:07,19,0,0,0,0,0,0,0,0,0
Ryan Murphy,23,CAR,D,0.07,0,0.07,0.63,17,0,41,41.5,-5.3,93.5,64.2,35.8,13:10,12:46,0:23,27,0,0,0,2,2,0,0,0,2
Ryan Murray,23,CBJ,D,0.18,0.03,0.15,0.87,52,3.8,110,47.3,-6.9,101.1,47.5,52.5,18:20,16:00,0:26,60,2,2,0,9,7,1,0,0.017,11
Ryan Nugent-Hopkins,23,EDM,C,0.52,0.22,0.3,2.44,200,9,324,61.7,-0.8,98.2,50.5,49.5,17:42,14:03,1:53,82,18,13,5,25,19,6,0.061,0.073,43
Ryan Strome,23,NYI,RW,0.43,0.19,0.25,1.65,114,11.4,203,56.2,-2.1,99.9,44.7,55.3,14:36,11:54,2:39,69,13,11,2,17,11,6,0.029,0.087,30
Scott Harrington,23,CBJ,D,0.14,0.05,0.09,0.73,16,6.3,35,45.7,-5.4,102.1,47.8,52.2,13:00,12:42,0:00,22,1,1,0,2,2,0,0,0,3
Shayne Gostisbehere,23,PHI,D,0.51,0.09,0.42,2.61,198,3.5,430,46,3.4,96.4,68.8,31.2,19:36,15:41,3:49,76,7,5,2,32,11,21,0.026,0.276,39
Stefan Noesen,23,TOT,RW,0.23,0.18,0.05,1.43,63,12.7,92,68.5,1.9,102.4,48.6,51.4,11:08,10:35,0:09,44,8,8,0,2,2,0,0,0,10
Sven Andrighetto,23,TOT,RW,0.52,0.15,0.37,1.48,68,10.3,130,52.3,-2.1,100.2,53.2,46.8,13:58,12:50,1:05,46,7,5,2,17,15,2,0.043,0.043,24
Tomas Hertl,23,SJS,C,0.45,0.2,0.24,2.04,100,10,183,54.6,4.8,96.1,54.4,45.6,17:13,14:08,1:51,49,10,9,1,12,11,1,0.02,0.02,22
Tyler Graovac,23,MIN,C,0.17,0.13,0.04,0.92,48,14.6,84,57.1,-10.7,105.6,63.7,36.3,9:50,9:47,0:02,52,7,7,0,2,2,0,0,0,9
Victor Rask,23,CAR,C,0.55,0.2,0.35,2.27,186,8.6,310,60,-0.7,98.7,58.8,41.2,17:18,14:47,2:07,82,16,12,4,29,22,6,0.049,0.073,45
Viktor Arvidsson,23,NSH,LW,0.76,0.39,0.38,3.08,246,12.6,411,59.6,5.5,100.6,55.8,44.2,17:09,14:05,1:59,80,31,22,4,30,23,5,0.05,0.063,61
Vincent Trocheck,23,FLA,C,0.66,0.28,0.38,2.8,230,10,423,54.4,5.4,98.2,50.8,49.2,20:50,16:10,2:43,82,23,21,2,31,20,10,0.024,0.122,54
Xavier Ouellet,23,DET,D,0.18,0.05,0.14,1.35,89,3.4,178,50,-0.2,100.7,48.9,51.1,17:58,15:57,0:05,66,3,3,0,9,9,0,0,0,12
Zemgus Girgensons,23,BUF,C,0.21,0.09,0.12,1.49,112,6.3,189,59.3,-1.2,99.1,50.7,49.3,13:10,11:56,0:04,75,7,7,0,9,9,0,0,0,16
Adam Clendening,24,NYR,D,0.35,0.06,0.29,1.23,38,5.3,89,43.8,9.4,100.3,68.3,31.7,15:49,14:16,1:28,31,2,1,1,9,8,1,0.032,0.032,11
Adam Larsson,24,EDM,D,0.24,0.05,0.19,1.08,85,4.7,202,41.6,-0.4,102.4,47.5,52.5,20:09,18:21,0:11,79,4,4,0,15,15,0,0,0,19
Alexander Petrovic,24,FLA,D,0.29,0.02,0.27,1.12,55,1.8,110,50,-0.2,99.2,40.8,59.2,18:09,16:43,0:06,49,1,1,0,13,13,0,0,0,14
Austin Czarnik,24,BOS,C,0.27,0.1,0.16,1.35,66,7.6,119,55.5,-1.6,95.2,60.1,39.9,13:01,10:08,1:45,49,5,5,0,8,5,3,0,0.061,13
Brandon Saad,24,CBJ,LW,0.65,0.29,0.35,2.56,210,11.4,369,56.6,6.4,101.6,57.8,42.2,17:02,14:57,1:34,82,24,23,1,29,27,2,0.012,0.024,53
Brendan Gallagher,24,MTL,RW,0.45,0.16,0.3,2.92,187,5.3,326,57.4,4.3,100.4,53.9,46.1,15:06,13:00,2:03,64,10,9,1,19,17,2,0.016,0.031,29
Brett Connolly,24,WSH,RW,0.35,0.23,0.12,1.23,81,18.5,131,61.8,3.5,104.8,59.5,40.5,10:41,10:13,0:26,66,15,14,1,8,8,0,0.015,0,23
Bryan Rust,24,PIT,RW,0.49,0.26,0.23,1.93,110,13.6,187,58.3,1.7,100.4,51.7,48.3,13:38,12:41,0:12,57,15,15,0,13,12,0,0,0,28
Charlie Coyle,24,MIN,C,0.68,0.22,0.46,1.94,159,11.3,265,60,1.1,101,50.1,49.9,16:42,14:12,2:08,82,18,14,4,38,33,5,0.049,0.061,56
Colin Miller,24,BOS,D,0.21,0.1,0.11,1.39,85,7.1,231,36.8,7.1,96.9,64.8,35.2,15:49,13:55,1:38,61,6,5,1,7,6,1,0.016,0.016,13
Conor Sheary,24,PIT,LW,0.87,0.38,0.49,2.52,154,14.9,246,63.4,4,104.4,63,37,15:56,14:08,1:47,61,23,21,2,30,27,3,0.033,0.049,53
Derek Forbort,24,LAK,D,0.22,0.02,0.2,1.22,100,2,212,47.2,-5.5,100.6,53.1,46.9,20:07,17:47,0:09,82,2,2,0,16,15,0,0,0,18
Devante Smith-Pelly,24,NJD,RW,0.17,0.08,0.09,1.43,76,5.3,109,67.9,-8.6,95.4,41.7,58.3,13:30,11:07,1:09,53,4,4,0,5,3,2,0,0.038,9
Evgeny Kuznetsov,24,WSH,C,0.72,0.23,0.49,2.07,170,11.2,325,52.3,1.2,102.4,59.6,40.4,16:57,14:55,2:00,82,19,16,3,40,29,11,0.037,0.134,59
Fredrik Claesson,24,OTT,D,0.33,0.09,0.24,0.76,25,12,72,34.7,5.3,100.5,57,43,13:08,12:28,0:14,33,3,3,0,8,7,0,0,0,11
Gabriel Landeskog,24,COL,LW,0.46,0.25,0.21,2.35,169,10.7,265,63.4,4.8,95.1,50.6,49.4,18:47,14:38,2:21,72,18,12,5,15,14,1,0.069,0.014,33
Greg McKegg,24,TOT,C,0.15,0.07,0.09,0.78,36,8.3,54,66.7,-10.2,101.5,37.3,62.7,9:54,9:16,0:09,46,3,3,0,4,4,0,0,0,7
Jaden Schwartz,24,STL,LW,0.71,0.24,0.46,2.29,179,10.6,303,59.1,4.4,101.3,52.6,47.4,18:54,15:10,2:38,78,19,16,3,36,30,6,0.038,0.077,55
Jamie Oleksiak,24,DAL,D,0.17,0.12,0.05,0.8,33,15.2,67,49.3,-0.8,97.1,45.8,54.2,16:13,14:52,0:07,41,5,5,0,2,1,0,0,0,7
Jean-Gabriel Pageau,24,OTT,C,0.4,0.15,0.26,2.06,169,7.1,258,65.5,-3.6,102.3,41.3,58.7,16:08,13:36,0:20,82,12,12,0,21,19,0,0,0,33
Jeff Skinner,24,CAR,LW,0.8,0.47,0.33,3.56,281,13.2,489,57.3,0.3,99.6,63.2,36.8,17:44,15:27,2:16,79,37,30,7,26,18,8,0.089,0.101,63
Joakim Nordstrom,24,CAR,LW,0.15,0.09,0.06,1.27,104,6.7,185,56.2,-3.1,96.8,48.6,51.4,12:43,11:00,0:04,82,7,6,0,5,5,0,0,0,12
Joel Vermin,24,TBL,RW,0.17,0,0.17,0.67,12,0,25,48,-10,103.3,43,57,10:56,9:59,0:06,18,0,0,0,3,3,0,0,0,3
Johan Larsson,24,BUF,C,0.31,0.17,0.14,1.36,49,12.2,93,52.7,-2.9,98.6,35.3,64.7,16:51,15:09,0:28,36,6,5,1,5,5,0,0.028,0,11
John Klingberg,24,DAL,D,0.61,0.16,0.45,1.55,124,10.5,313,39.6,-0.9,101.2,48.6,51.4,23:21,19:57,3:10,80,13,9,4,36,23,13,0.05,0.163,49
Jonathon Merrill,24,NJD,D,0.12,0.02,0.1,0.94,48,2.1,96,50,0.1,97.4,40.6,59.4,18:34,16:50,0:20,51,1,1,0,5,5,0,0,0,6
Joonas Donskoi,24,SJS,RW,0.28,0.1,0.18,1.56,95,6.3,167,56.3,2.8,97.9,52.6,47.4,13:49,12:17,1:23,61,6,5,1,11,8,3,0.016,0.049,17
Jordan Martinook,24,ARI,LW,0.32,0.14,0.18,1.42,109,10.1,199,54.8,1.4,99.3,40.2,59.8,15:41,13:03,0:22,77,11,9,1,14,11,1,0.013,0.013,25
Jordan Weal,24,PHI,C,0.52,0.35,0.17,2.13,49,16.3,73,67.1,6.5,100.1,61.1,38.9,14:19,12:43,1:34,23,8,7,1,4,4,0,0.043,0,12
Joseph Cramarossa,24,TOT,LW,0.17,0.07,0.1,0.61,36,11.1,63,57.1,-9.5,101.3,54.5,45.5,9:57,9:12,0:04,59,4,4,0,6,4,0,0,0,10
Joseph Morrow,24,BOS,D,0.06,0,0.06,1.12,19,0,39,48.7,-4.4,96.4,72.5,27.5,15:32,14:40,0:02,17,0,0,0,1,1,0,0,0,1
Justin Faulk,24,CAR,D,0.49,0.23,0.27,3,225,7.6,445,50.6,2.3,97.1,55.7,44.3,23:08,19:42,2:43,75,17,13,4,20,11,9,0.053,0.12,37
Kevin Gravel,24,LAK,D,0.14,0.02,0.12,1.06,52,1.9,116,44.8,1.5,99.4,66.1,33.9,14:09,12:40,0:57,49,1,0,1,6,5,1,0.02,0.02,7
Kevin Hayes,24,NYR,RW,0.64,0.22,0.42,1.88,143,11.9,246,58.1,-5.5,103.7,40.7,59.3,16:34,13:40,1:27,76,17,15,1,32,20,6,0.013,0.079,49
Kyle Rau,24,FLA,C,0.13,0.08,0.04,0.88,21,9.5,33,63.6,-7,98.6,47.3,52.7,9:36,9:22,0:12,24,2,2,0,1,1,0,0,0,3
Marcus Sorensen,24,SJS,RW,0.21,0.05,0.16,1.42,27,3.7,42,61.9,0.1,98.4,50.9,49.1,10:49,10:04,0:06,19,1,1,0,3,3,0,0,0,4
Mark Stone,24,OTT,RW,0.76,0.31,0.45,1.89,134,16.4,229,58.5,8.4,100.6,53.6,46.4,18:34,15:25,3:04,71,22,16,6,32,24,8,0.085,0.113,54
Martin Marincin,24,TOR,D,0.28,0.04,0.24,0.88,22,4.5,67,32.8,2.1,101.5,45.3,54.7,18:03,15:10,0:03,25,1,1,0,6,5,0,0,0,7
Matt Puempel,24,TOT,LW,0.23,0.15,0.08,1.1,44,13.6,80,55,0.3,92.6,52.7,47.3,9:39,8:57,0:41,40,6,3,3,3,3,0,0.075,0,9
Matthew Nieto,24,TOT,LW,0.22,0.12,0.1,1.44,85,8.2,128,65.6,1,96.5,48.3,51.7,14:55,12:36,0:33,59,7,7,0,6,5,0,0,0,13
Michael Bournival,24,TBL,LW,0.16,0.11,0.05,1.32,25,8,46,54.3,0.1,96.1,30.2,69.8,10:09,10:01,0:07,19,2,2,0,1,1,0,0,0,3
Michael Chaput,24,VAN,C,0.13,0.06,0.07,0.94,64,6.3,113,56.6,-0.9,97.2,45.2,54.8,11:01,10:27,0:05,68,4,4,0,5,5,0,0,0,9
Michael Sgarbossa,24,TOT,C,0.24,0.05,0.18,0.87,33,6.1,55,60,0.5,97.1,49.4,50.6,11:09,10:20,0:39,38,2,1,1,7,6,1,0.026,0.026,9
Micheal Ferland,24,CGY,LW,0.33,0.2,0.13,1.39,106,14.2,172,61.6,-1.2,100.4,50.4,49.6,11:34,11:03,0:27,76,15,13,2,10,8,2,0.026,0.026,25
Mikael Granlund,24,MIN,C,0.85,0.32,0.53,2.19,177,14.7,317,55.8,0,103.7,38.7,61.3,18:49,15:07,2:11,81,26,16,7,43,29,13,0.086,0.16,69
Nathan Beaulieu,24,MTL,D,0.38,0.05,0.32,1.59,118,3.4,235,50.2,-2.6,101.7,50.8,49.2,19:29,16:49,1:38,74,4,2,2,24,14,10,0.027,0.135,28
Nick Bjugstad,24,FLA,C,0.26,0.13,0.13,1.69,91,7.7,154,59.1,-5.7,96.7,55.5,44.5,13:09,11:42,1:25,54,7,6,1,7,5,2,0.019,0.037,14
Nick Lappin,24,NJD,RW,0.16,0.09,0.07,1.33,57,7,87,65.5,-0.1,94.4,40.4,59.6,11:43,11:04,0:24,43,4,4,0,3,3,0,0,0,7
Nick Shore,24,LAK,C,0.24,0.09,0.16,1.13,79,7.6,163,48.5,-0.7,97.8,57.2,42.8,12:47,11:11,0:18,70,6,5,0,11,11,0,0,0,17
Nino Niederreiter,24,MIN,RW,0.7,0.3,0.39,2.27,186,13.4,295,63.1,7.8,101.4,52.5,47.5,15:04,13:03,2:00,82,25,17,8,32,26,6,0.098,0.073,57
Patrik Nemeth,24,DAL,D,0.08,0,0.08,1.15,46,0,91,50.5,0.6,98.3,48,52,15:47,14:43,0:02,40,0,0,0,3,3,0,0,0,3
Paul Ladue,24,LAK,D,0.36,0,0.36,1.23,27,0,55,49.1,2.3,94.2,62.6,37.4,15:24,13:45,1:30,22,0,0,0,8,4,4,0,0.182,8
Ryan Dzingel,24,OTT,LW,0.4,0.17,0.22,1.52,123,11.4,203,60.6,1.1,101.3,52.3,47.7,14:23,12:52,1:20,81,14,12,1,18,16,2,0.012,0.025,32
Ryan Johansen,24,NSH,C,0.74,0.17,0.57,1.88,154,9.1,276,55.8,7,98.4,54.7,45.3,18:50,15:07,2:55,82,14,9,4,47,28,19,0.049,0.232,61
Ryan Sproul,24,DET,D,0.26,0.04,0.22,1.7,46,2.2,81,56.8,-2.6,96.9,60.4,39.6,15:09,12:57,2:07,27,1,0,1,6,4,2,0.037,0.074,7
Scott Mayfield,24,NYI,D,0.36,0.08,0.28,1.56,39,5.1,80,48.8,3.1,99.8,55.7,44.3,14:08,14:06,0:00,25,2,2,0,7,7,0,0,0,9
Scott Wilson,24,PIT,LW,0.33,0.1,0.23,1.63,127,6.3,214,59.3,-0.2,99.5,41.6,58.4,10:57,10:33,0:21,78,8,8,0,18,18,0,0,0,26
Sean Couturier,24,PHI,C,0.52,0.21,0.3,1.82,120,11.7,194,61.3,4,100.5,42.8,57.2,18:27,14:47,1:49,66,14,14,0,20,17,2,0,0.03,34
Seth Griffith,24,TOT,C,0.21,0,0.21,0.88,21,0,50,42,3.6,103.8,59.5,40.5,12:44,11:23,1:20,24,0,0,0,5,4,1,0,0.042,5
Shane Prince,24,NYI,LW,0.36,0.1,0.26,1.42,71,7,124,57.3,-2.4,98.8,42.4,57.6,12:58,11:43,1:13,50,5,4,1,13,11,2,0.02,0.04,18
Stephen Johns,24,DAL,D,0,0,0,0.43,91,4.4,201,45.3,1.2,96.6,45.8,54.2,18:15,15:56,0:16,61,4,4,0,6,5,1,0,0.016,10
Sven Baertschi,24,VAN,LW,0.51,0.26,0.25,1.68,114,15.8,185,61.6,-2.7,100.7,50,50,15:53,13:42,1:53,68,18,16,2,17,13,4,0.029,0.059,35
Tanner Kero,24,CHI,RW,0.34,0.13,0.21,1.28,60,10,100,60,-4.6,105.2,40.3,59.7,13:29,11:57,0:06,47,6,6,0,10,10,0,0,0,16
Tanner Pearson,24,LAK,LW,0.55,0.3,0.25,2.34,187,12.8,363,51.2,2.6,98.4,58.3,41.7,16:19,12:50,2:24,80,24,20,3,20,14,5,0.038,0.063,44
Tobias Rieder,24,ARI,RW,0.43,0.2,0.23,1.94,155,10.3,276,56.2,0.5,99.2,39.2,60.8,17:19,13:45,1:11,80,16,13,2,18,13,4,0.025,0.05,34
Tomas Jurco,24,TOT,LW,0.03,0.03,0,1.21,35,2.9,66,53,0.2,91.4,52.3,47.7,10:38,10:15,0:18,29,1,1,0,0,0,0,0,0,1
Tyler Toffoli,24,LAK,C,0.54,0.25,0.29,2.62,165,9.7,322,51.2,3.1,98.6,59.3,40.7,16:35,13:15,2:16,63,16,12,4,18,14,3,0.063,0.048,34
Vladislav Namestnikov,24,TBL,C,0.38,0.14,0.24,1.54,114,8.8,197,58.4,2.5,98.5,58,42,14:47,12:23,2:05,74,10,7,3,18,14,3,0.041,0.041,28
William Karlsson,24,CBJ,C,0.31,0.07,0.23,1.19,96,6.3,169,56.8,-3.7,101.7,45.2,54.8,13:23,11:33,0:12,81,6,5,1,19,17,0,0.012,0,25
Zach Hyman,24,TOR,C,0.34,0.12,0.22,1.9,156,6.4,232,67.2,1.5,99.3,61.2,38.8,16:42,13:42,0:11,82,10,6,0,18,18,0,0,0,28
Alexander Burmistrov,25,TOT,C,0.33,0.1,0.22,0.92,45,11.1,89,50.6,-4.2,99.6,44.1,55.9,13:21,11:18,1:09,49,5,1,4,11,9,1,0.082,0.02,16
Alexey Marchenko,25,TOT,D,0.2,0.02,0.17,0.88,36,2.8,80,45,-1.1,102.6,45.8,54.2,16:57,15:06,0:04,41,1,1,0,7,6,0,0,0,8
Andrej Nestrasil,25,CAR,C,0.26,0.05,0.21,1.42,27,3.7,39,69.2,-0.8,94.9,51.9,48.1,10:54,10:23,0:31,19,1,1,0,4,4,0,0,0,5
Andrew Shaw,25,MTL,C,0.43,0.18,0.25,1.87,127,9.4,221,57.5,3.9,99.9,48.6,51.4,15:12,12:59,2:05,68,12,11,1,17,11,6,0.015,0.088,29
Andy Andreoff,25,LAK,LW,0.06,0,0.06,1.06,38,0,81,46.9,-1.1,97.8,58.5,41.5,10:36,10:21,0:04,36,0,0,0,2,2,0,0,0,2
Anton Lander,25,EDM,C,0.18,0.05,0.14,0.55,12,8.3,21,57.1,-5.6,98.5,33.8,66.2,9:46,7:47,0:05,22,1,1,0,3,3,0,0,0,4
Artemi Panarin,25,CHI,LW,0.9,0.38,0.52,2.57,211,14.7,396,53.3,6.8,103.1,81.3,18.7,19:28,16:17,3:08,82,31,22,9,43,35,8,0.11,0.098,74
Austin Watson,25,NSH,LW,0.22,0.06,0.16,1.17,90,5.6,154,58.4,-8.9,103.9,29.1,70.9,12:26,10:34,0:07,77,5,5,0,12,11,0,0,0,17
Beau Bennett,25,NJD,RW,0.29,0.12,0.17,1.55,101,7.9,185,54.6,7.2,99.1,46.1,53.9,13:33,11:57,1:41,65,8,7,1,11,10,1,0.015,0.015,19
Ben Chiarot,25,WPG,D,0.2,0.03,0.17,0.83,49,4.1,102,48,-5.3,101.9,47.8,52.2,15:19,13:19,0:01,59,2,2,0,10,10,0,0,0,12
Blake Coleman,25,NJD,C,0.09,0.04,0.04,1.26,29,3.4,46,63,-7.4,95.3,39.7,60.3,12:51,11:44,0:03,23,1,1,0,1,1,0,0,0,2
Brandon Davidson,25,TOT,D,0.08,0,0.08,1.11,42,0,90,46.7,2.3,98.9,50,50,15:43,14:48,0:02,38,0,0,0,3,3,0,0,0,3
Brandon Pirri,25,NYR,RW,0.3,0.13,0.17,1.6,96,8.3,201,47.8,0.3,99,48.8,51.2,12:17,9:42,2:33,60,8,3,5,10,6,4,0.083,0.067,18
Brandon Tanev,25,WPG,LW,0.08,0.04,0.04,1.06,54,3.7,82,65.9,-7.1,98,42.9,57.1,10:41,8:59,0:00,51,2,2,0,2,2,0,0,0,4
Brayden Schenn,25,PHI,C,0.7,0.32,0.38,2.25,178,14,317,56.2,-2.6,98.6,57.1,42.9,17:48,14:02,3:44,79,25,8,17,30,19,11,0.215,0.139,55
Brian Dumoulin,25,PIT,D,0.21,0.01,0.2,1.11,78,1.3,182,42.9,0.9,99.6,53.1,46.9,20:33,18:11,0:31,70,1,1,0,14,10,4,0,0.057,15
Brock Nelson,25,NYI,LW,0.56,0.25,0.31,2.14,173,11.6,305,56.7,-3.1,100.7,47.7,52.3,15:39,13:09,1:52,81,20,19,1,25,19,5,0.012,0.062,45
Calle Jarnkrok,25,NSH,C,0.38,0.19,0.2,1.65,134,11.2,233,57.5,-0.5,98.3,45.3,54.7,15:44,13:07,0:49,81,15,12,2,16,12,2,0.025,0.025,31
Calvin de Haan,25,NYI,D,0.3,0.06,0.24,1.41,116,4.3,252,46,0.7,101.7,47.1,52.9,19:51,17:19,0:37,82,5,4,1,20,19,1,0.012,0.012,25
Cam Fowler,25,ANA,D,0.49,0.14,0.35,2.33,186,5.9,372,50,0.2,101.1,46.4,53.6,24:51:00,19:00,3:05,80,11,5,5,28,17,10,0.063,0.125,39
Casey Cizikas,25,NYI,C,0.42,0.14,0.29,1.39,82,9.8,127,64.6,-0.6,101.8,32.6,67.4,13:54,11:36,0:08,59,8,8,0,17,16,1,0,0.017,25
Chris Kreider,25,NYR,LW,0.71,0.37,0.33,2.48,186,15.1,318,58.5,8.5,99.7,55.3,44.7,17:00,14:22,2:35,75,28,22,6,25,18,7,0.08,0.093,53
Chris Wagner,25,ANA,C,0.16,0.14,0.02,0.93,40,15,69,58,-8.8,102.1,51.8,48.2,9:21,7:53,0:04,43,6,6,0,1,1,0,0,0,7
Christian Folin,25,MIN,D,0.16,0.04,0.12,0.76,39,5.1,94,41.5,-3.3,102.9,45.1,54.9,14:56,13:55,0:03,51,2,2,0,6,6,0,0,0,8
Cody Eakin,25,DAL,C,0.2,0.05,0.15,1.37,82,3.7,168,48.8,-1.7,98.1,49.3,50.7,16:49,13:56,1:09,60,3,3,0,9,7,2,0,0.033,12
Curtis McKenzie,25,DAL,LW,0.3,0.11,0.19,1.25,66,9.1,116,56.9,-0.6,101.2,46.1,53.9,10:51,9:48,0:03,53,6,6,0,10,10,0,0,0,16
Daniel Carr,25,MTL,LW,0.27,0.06,0.21,1.33,44,4.5,73,60.3,-4.9,101.9,42,58,10:15,9:58,0:12,33,2,2,0,7,7,0,0,0,9
Dmitry Orlov,25,WSH,D,0.4,0.07,0.33,1.52,125,4.8,249,50.2,4.5,102.8,53.1,46.9,19:32,18:09,1:08,82,6,5,1,27,22,5,0.012,0.061,33
Eric Gelinas,25,COL,D,0.04,0,0.04,1.07,29,0,62,46.8,0.2,98.6,51.3,48.7,11:35,11:22,0:04,27,0,0,0,1,1,0,0,0,1
Erik Gudbranson,25,VAN,D,0.2,0.03,0.17,1.33,40,2.5,88,45.5,-2,94.9,50.4,49.6,20:20,17:28,0:12,30,1,1,0,5,5,0,0,0,6
Erik Haula,25,MIN,C,0.36,0.21,0.15,1.86,134,11.2,210,63.8,2.1,99.9,54.8,45.2,13:49,12:32,0:12,72,15,14,1,11,11,0,0.014,0,26
Evander Kane,25,BUF,LW,0.61,0.4,0.21,3.71,260,10.8,440,59.1,0.9,97.4,53.7,46.3,19:12,16:06,1:46,70,28,25,3,15,10,5,0.043,0.071,43
Freddie Hamilton,25,CGY,C,0.08,0.08,0,1.15,30,6.7,51,58.8,-4.9,98.5,32.5,67.5,9:47,9:26,0:00,26,2,2,0,0,0,0,0,0,2
Garnet Hathaway,25,CGY,RW,0.19,0.04,0.15,0.85,22,4.5,40,55,-5.8,102.8,31.7,68.3,9:08,9:00,0:02,26,1,1,0,4,4,0,0,0,5
Jacob Josefson,25,NJD,C,0.26,0.03,0.24,1.16,44,2.3,84,52.4,-1,100,41.2,58.8,12:15,10:39,0:53,38,1,1,0,9,8,1,0,0.026,10
Jason Zucker,25,MIN,LW,0.59,0.28,0.32,2.18,172,12.8,292,58.9,0.6,105.1,41.7,58.3,15:17,14:24,0:15,79,22,21,1,25,25,0,0.013,0,47
Jesper Fast,25,NYR,RW,0.31,0.09,0.22,0.82,56,10.7,101,55.4,-1,102.3,41.3,58.7,13:48,12:07,0:06,68,6,6,0,15,15,0,0,0,21
Josh Manson,25,ANA,D,0.21,0.06,0.15,1.07,88,5.7,181,48.6,5,99.8,47.8,52.2,18:38,16:12,0:04,82,5,4,0,12,11,0,0,0,17
Julian Melchiori,25,WPG,D,0.11,0,0.11,0.83,15,0,33,45.5,-2,100.5,41.8,58.2,18:22,17:33,0:01,18,0,0,0,2,2,0,0,0,2
